QUEST_20150317_000795	Feigling
QUEST_20190419_010897	And yet you wouldn't dare say that in front of her. You're afraid.	하지만 그대가 두려워하는 길티네 앞에서는 그런 말조차 꺼내지 못하겠죠.				여신 메데이나
QUEST_20190419_010898	Afraid?{nl}Who said I'm afraid?{nl}	뭘 두려워해?{nl}내가 뭘 두려워한다고?{nl}				카르타스
QUEST_20190419_010899	Let me tell you! I ain't afraid of no one, you hear me?	내가 두려워하는 건 그 어디에도, 그 어느 것도 없다!				카르타스
QUEST_20190419_010900	Kartas. Have you thought about what would happen if Giltine fulfilled her intentions?{nl}Will you continue to follow her if she does?{nl}	카르타스. 만약에라도 길티네의 이상이 실현되었을 때를 생각해 본 적이 있나요?{nl}당신은 그때에도 지금처럼 온순히 길티네를 따를 건가요?{nl}				여신 메데이나
QUEST_20190419_010901	When the Creator awakens, the world as we know it will cease to exist.{nl}	훗날 그분께서 깨어나시면 결국 세상의 파멸 보시게 되겠지요.{nl}				여신 메데이나
QUEST_20190419_010902	What will be of you, Kartas, when that happens?	그때가 되면 카르타스. 당신은 어떻게 될까요?				여신 메데이나
QUEST_20190419_010903	Gasp!!	이이익!				카르타스
QUEST_20190419_010904	Hurry and get the Teleportation Magic Circle ready!{nl}We're wasting time.{nl}	마계 이동 마법진을 서둘러 준비해!{nl}괜한 시간 낭비를하고 말았어.{nl}				카르타스
QUEST_20190419_010905	Ha... Speaking of which, where is that good-for-nothing Tantaliser?{nl}I'm surrounded by idiots! Idiots, I tell you!	크으으.. 그나저나 탄타이저는 어디서 무엇을 하고 있는거야?{nl}주변에 온통 멍청한 놈들뿐이구나!				카르타스
QUEST_20190419_010906	It's safe to go now.	이제 이곳을 벗어나면 되겠군요.				여신 메데이나
QUEST_20190419_010907	Oh... Oh no. It's too late...	아.. 이런. 너무 늦어버렸구나..				여신 메데이나
QUEST_20190419_010908	Gasp! You...! You're the one who destroyed my magic circle and my Tantaliser, aren't you?!{nl}Messing with my plans again!{nl}	이익! 마법석을 파괴하고 탄타이저를 처리한 게 누군가 했는데..! 계시자 네놈이었구나!{nl}또다시 나타나서 날 방해해!{nl}				카르타스
QUEST_20190419_010909	And you, Medeina! Trying to fool me with that stupid stick...!	게다가 메데이나! 이딴 평범한 나뭇가지로 날 속이려고 하다니..!				카르타스
QUEST_20190419_010910	Kartas! You will never get the answer you want from me!	카르타스! 당신은 절대로 내게서 원하는 답을 들을 수 없을 거예요!				여신 메데이나
QUEST_20190419_010911	Ilona! Yulia!	일로나! 율리아!				여신 메데이나
QUEST_20190419_010912	Kupole Ilona	큐폴 일로나				
QUEST_20190419_010913	Ugh... Master Medeina...{nl}Please, take the Revelator and go...	으윽.. 메데이나님..{nl}어서 계시자님과 함께 이곳을 벗어나세요..				큐폴 일로나
QUEST_20190419_010914	No! I can't!{nl}I won't leave you here...!	안돼! 그럴 수 없어!{nl}어찌 너희들을 놔두고..				여신 메데이나
QUEST_20190419_010915	Kupole Yulia	큐폴 율리아				
QUEST_20190419_010916	Master Medeina...!{nl}Us Kupoles are only here to serve you! Your safety is far more important than ours.{nl}	메데이나님..!{nl}저희는 메데이나님을 모시는 큐폴이고 메데이나님의 안전이 저희보다 우선이에요.{nl}				큐폴 율리아
QUEST_20190419_010917	We mustn't put you in any more danger.{nl}Go, run! Far away from Kartas...{nl}	저희 때문에 메데이나님이 위험한 상황에 놓이게 만들 수는 없어요.{nl}어서 카르타스에게서 멀리 도망가세요..{nl}				큐폴 율리아
QUEST_20190419_010918	Go and protect that which you must.	부디 메데이나님이 지키고자 하는 것을 지켜내세요.				큐폴 율리아
QUEST_20190419_010919	Kartas knows where we are. He will come find us soon.{nl}Revelator, you must leave...	위치가 발각되었으니 곧 카르타스가 올 거예요.{nl}계시자님. 어서 빨리 이곳을..				여신 메데이나
QUEST_20190419_010920	Ha! Medeina!	크으윽! 메데이나!				카르타스
QUEST_20190419_010921	Kartas, how many times do I have to tell you?{nl}	카르타스. 몇 번이나 말해야 알아듣겠나요.{nl}				여신 메데이나
QUEST_20190419_010922	You will never get the answers you want from me...	그대가 원하는 대답은 절대 듣지 못할거란걸..				여신 메데이나
QUEST_20190419_010923	Ha, I'd like to hear you say that after I throw you into the demon realm.	널 마계로 대려간다면 못 들을 대답도 없지.				카르타스
QUEST_20190419_010924	What are you doing, using the Revelator to provoke me!{nl}I wouldn't take another step if I were you...!	너! 같잖은 계시자 주제에 내 화를 돋우는구나!{nl}더 다가온다면 굉장히 후회할 일이 생길 거다!				카르타스
QUEST_20190419_010925	Medeina!{nl}If it was up to me, these idiots would be screaming your name from their sorry chopped heads!{nl}	메데이나!{nl}내 성격대로라면 이 녀석들은 지금쯤 처참한 몰골로 네 이름을 부르짖었을 테지!{nl}				카르타스
QUEST_20190419_010926	Do you really want to see them suffer? Forever?	이 녀석들이 영원한 고통 속에 울부짖길 바라는 거냐?				카르타스
QUEST_20190419_010927	Alright, then.{nl}Have it your way...	그래.{nl}정 그렇다면 원하는대로..				카르타스
QUEST_20190419_010928	Kartas.{nl}You will not get what you want.	카르타스.{nl}더는 당신이 원하는 대로 되지 않을 겁니다.				크로노맨서 마스터
QUEST_20190419_010929	Bwahahah!{nl}	크히히히!{nl}				카르타스
QUEST_20190419_010930	Neringa, I can't believe you brought these puny humans to bother me.{nl}	네링가, 기껏 날 방해한다는 게 같잖은 인간들을 데리고 온 거냐?{nl}				카르타스
QUEST_20190419_010931	Amzinas or not, no human is a match for me, you hear?! None!{nl}Hah!	아무리 영생을 얻은 암지나스라도 내 상대가 될 수 없다!{nl}크아아!				카르타스
QUEST_20190419_010932	You foolish, lowly creatures.{nl}You wait and see.{nl}	미천하고 어리석은 녀석들아.{nl}곧 기다려라.{nl}				카르타스
QUEST_20190419_010933	Next time I see you, I'm going to make you suffer! Forever!{nl}	다음번에 만날 땐 너희들을 영원한 고통 속에서 살게 해주겠으니!{nl}				카르타스
QUEST_20190419_010934	And Neringa.{nl}Always going on about fate this, fate that with your master Laima!{nl}	그리고 네링가.{nl}너와 네 주인 라이마가 항상 운운하던 그 운명!{nl}				카르타스
QUEST_20190419_010935	Are things really going to end the way you want them to?{nl}Bwahahaha!	그 운명의 끝이 과연 너희들이 생각하던 바람대로 이뤄질까?{nl}크하하하하!				카르타스
QUEST_20190419_010936	I made a mistake!{nl}Knowing Kartas, I was sure he was going to attack us...{nl}	제가 우를 범했군요!{nl}카르타스의 성격이라면 당연히 우릴 공격할 줄 알았는데..{nl}				크로노맨서 마스터
QUEST_20190419_010937	We can't lose Kartas now!{nl}The Paladin Master and I are going after him!	지금 카르타스를 놓쳐선 안 됩니다!{nl}팔라딘 마스터께선 저와 함께 그를 쫓아가죠!				크로노맨서 마스터
QUEST_20190419_010938	A firefly appears and begins to point towards something.	반딧불이 하나가 나타나 어딘가로 나를 이끄는 듯하다.				PC
QUEST_20190419_010939	The firefly hovers around, as if asking you to follow it.	반딧불이가 자신을 쫓아오라는 듯이 서성거린다.				PC
QUEST_20190419_010940	A flower suddenly bloomed next to the firefly.	반딧불이 앞에 꽃이 갑자기 피어났다.				PC
QUEST_20190419_010941	Lost butterflies will always wander towards the flowers.	꽃을 잃은 나비들은 하염없이 그 주위를 맴돌아 꽃을 쫓으리.				PC
QUEST_20190419_010942	A group of yellow butterflies is gathering.{nl}Which flower will you use?	노란 나비 무리가 모여 날아다니고 있다.{nl}무슨 꽃을 꺼내 볼까?				PC
QUEST_20190419_010943	A group of red butterflies is gathering.{nl}Which flower will you use?	붉은 나비 무리가 모여 날아다니고 있다.{nl}무슨 꽃을 꺼내 볼까?				PC
QUEST_20190419_010944	A group of white butterflies is gathering.{nl}Which flower will you use?	하얀 나비 무리가 모여 날아다니고 있다.{nl}무슨 꽃을 꺼내 볼까?				PC
QUEST_20190419_010945	What will you do with the yellow flower?	꺼내 본 노란 꽃으로 어떻게 해볼까?				PC
QUEST_20190419_010946	What will you do with the red flower?	꺼내 본 붉은 꽃으로 어떻게 해볼까?				PC
QUEST_20190419_010947	What will you do with the white flower?	꺼내 본 하얀 꽃으로 어떻게 해볼까?				PC
QUEST_20190419_010948	Beyond the hill is a place the wings of the butterflies reach only in dreams.	언덕 너머 나비들의 날갯짓이 닿지 않는 곳을 나비들은 그저 꿈속에서나마 날아가네.				PC
QUEST_20190419_010949	There is a bunch of yellow flowers.{nl}Which leaf will you use?	노란 꽃들이 모여있다.{nl}무슨 색의 나뭇잎을 꺼내 볼까?				PC
QUEST_20190419_010950	There is a bunch of red flowers.{nl}Which leaf will you use?	붉은 꽃들이 모여있다.{nl}무슨 색의 나뭇잎을 꺼내 볼까?				PC
QUEST_20190419_010951	There is a bunch of white flowers.{nl}Which leaf will you use?	하얀 꽃들이 모여있다.{nl}무슨 색의 나뭇잎을 꺼내 볼까?				PC
QUEST_20190419_010952	What will you do with the yellow leaf?	꺼내 본 노란 나뭇잎으로 어떻게 해볼까?				PC
QUEST_20190419_010953	What will you do with the red leaf?	꺼내 본 붉은 나뭇잎으로 어떻게 해볼까?				PC
QUEST_20190419_010954	What will you do with the white leaf?	꺼내 본 하얀 나뭇잎으로 어떻게 해볼까?				PC
QUEST_20190419_010955	Those who guide the butterflies will be blessed by the trees in the shelter of life.	나비를 인도한 자에게 생명의 쉼터에서 나무들이 축복을 내리네.				PC
QUEST_20190419_010956	Try and do something with the crystals from Drugelis Hill.	드러글리스 언덕에서 획득한 결정으로 뭔가를 해보자.				PC
QUEST_20190419_010957	Where the longing deer are welcome, the one blessed by the trees awaits you.	목마른 사슴을 반겨줄 곳에서 나무들의 축복을 받은 그대를 기다리리.				PC
QUEST_20190419_010958	We need to go!	어서 움직여요!				큐폴 아스트라
QUEST_20190419_010959	The two scrolls I gave you are called the Binding Scroll and the Sealing Scroll.{nl}Using the Sealing Scroll on the Magic Stone will seal up its magic power.	방금 드린 주문서는 마력 봉인의 주문서와 속박의 주문서에요.{nl}마력 봉인의 주문서를 마법석에 사용하면 마법석의 마력이 봉인될 거에요.				큐폴 아스트라
QUEST_20190419_010960	{nl}It's too hard to change the path of the stone's magic power while it's being supplied.{nl}So you're going to have to use the Sealing Scroll and seal that magic first.	{nl}마법석의 마력이 공급되고 있는 도중에 억지로 공급 경로를 바꾸긴 힘들어요.{nl}그래서 마력 봉인의 주문서를 이용해 한번 봉인한 뒤에 경로를 맞춰줘야 해요.				큐폴 아스트라
QUEST_20190419_010961	{nl}The Binding Scroll is for securing the Tantaliser, at least for some time.{nl}If we manage to keep the Tantaliser in the path of the Magic Stone's power supply...{nl}She won't be able to escape as long as the power supply remains active.	{nl}그리고 속박의 주문서는 탄타이저를 잠시나마 묶어둘 주문서에요.{nl}마법석의 마력 공급 경로상에서 탄타이저를 잠시나마 묶어두는 데 성공한다면..{nl}마법석의 마력 공급이 유지되는 한 탄타이저의 속박은 풀어지지 않을 거예요.				큐폴 아스트라
QUEST_20190419_010962	I'll go find the Tantaliser and lure her to where the Magic Stone is.{nl}Counting on you for the rest!	그럼 저는 그동안 탄타이저를 쫓아가 마법석이 있는 곳으로 유인해볼게요.{nl}부탁드릴게요!				큐폴 아스트라
QUEST_20190419_010963	Hurry!	어서 서둘러요!				큐폴 아스트라
QUEST_20190419_010964	Something feels ominous!{nl}Hurry, hide behind a tree!	멀리서 불길한 기운이 느껴져요!{nl}일단 나무 뒤에 숨어요!				큐폴 아스트라
QUEST_20190419_010965	That was Demon Lord Tantaliser.{nl}What's she doing here...?	방금 본 마족은 마군주 탄타이저에요.{nl}이런 숲에 탄타이저가 배회하고 있다니..				큐폴 아스트라
QUEST_20190419_010966	In any case, I'm certain Master Medeina is hiding somewhere in the forest.{nl}The Tantaliser must be looking for her.	아무래도 메데이나님이 이 숲 어딘가에 숨어계신 게 확실해요.{nl}탄타이저도 분명 메데이나님을 찾고 있는 것 같아요.				큐폴 아스트라
QUEST_20190419_010967	Ah! It's the Tantaliser!	아! 저기 탄타이저가 오고 있어요!				큐폴 아스트라
QUEST_20190419_010968	I'm going to change the path of the Stone's magic to the front. Make sure to lure the Tantaliser that way.{nl}After you use the Binding Scroll, I'll go ahead and unleash the Magic Stone's power!	마법석의 마력 공급 경로를 앞쪽으로 변경해둘 테니 탄타이저를 앞쪽으로 유인해주세요.{nl}그리고 계시자님이 속박의 주문서를 사용하면 제가 그때 마법석의 마력 봉인을 해제할게요!				큐폴 아스트라
