SKILL_20150317_000001	Angriff
SKILL_20180629_011960	Der dimensionale Rauchwerkbrenner macht dich stärker.{nl}Beutechance: +100{nl}Max. HP: +5.000{nl}Max. SP: +1.000{nl}HP-Wiederherstellung: +500{nl}SP-Wiederherstellung:  +300
SKILL_20180629_011961	Dimensionalen Rauchwerkbrenner vorheizen
SKILL_20180629_011962	Der dimensionale Rauchwerkbrenner wird vorgeheizt. Wenn du vom Sieger weggehst oder der magische Kreis verschwindet, bevor das Vorheizen abgeschlossen ist, funktioniert die Verstärkung nicht.
SKILL_20180629_011963	Gutaussehend
SKILL_20180629_011964	Bewegungsgeschwindigkeit +4, Flächenangriffsmodifikator +1, EP-Gewinn +25 %{nl}Die Energie des Knallkörpers strahlt ab.
SKILL_20180629_011965	Wochendfeuer
SKILL_20180629_011966	EP-Gewinne durch das Besiegen von Monstern +50 %, HP +500 und SP +300 alle 10 Sekunden wiederhergestellt, Bewegungsgeschwindigkeit +3
SKILL_20180629_011967	Neue Klassenaktualisierung
SKILL_20180629_011968	EP-Gewinn +10 %, Bewegungsgeschwindigkeit +2
SKILL_20180629_011969	EP-Gewinn +30 %, Bewegungsgeschwindigkeit +2
SKILL_20180629_011970	Bewegungsgeschwindigkeit +1, Beutechance +200
SKILL_20180629_011971	Einstellung
SKILL_20180629_011972	Elfmeterschießen
SKILL_20180629_011973	* Der Schaden durch [Kantenschlag] erhöht sich um 60 %, wenn [Hohe Deckung] aktiv ist.{nl}* Der Schaden erhöht sich um 10 % pro Attributsstufe ab St. 2.
SKILL_20180629_011974	* Der Schaden durch [Umbo-Schlag] erhöht sich um 60 %, wenn [Hohe Deckung] aktiv ist.{nl}* Der Schaden erhöht sich um 10 % pro Attributsstufe ab St. 2.
SKILL_20180629_011975	Ausrüstungswartung: Waffen erhöhen
SKILL_20180629_011976	* Erhöht den Waffenzähler von [Ausrüstungswartung] um 20 pro Attributsstufe.
SKILL_20180629_011977	Ausrüstungswartung: Rüstung erhöhen
SKILL_20180629_011978	* Erhöht den Rüstungszähler von [Ausrüstungswartung] um 20 pro Attributsstufe.
SKILL_20180629_011979	Reparieren: Preis erhöhen
SKILL_20180629_011980	* Erhöht den Preis von "Reparieren" um 30 %, wenn der Laden sich auf einer Karte mit Dungeon befindet.
SKILL_20180629_011981	Ausrüstungswartung: Preis erhöhen
SKILL_20180629_011982	* Erhöht den Preis von "Wartung" um 30 %, wenn der Laden sich auf einer Karte mit Dungeon befindet.
SKILL_20180629_011983	Paso Doble: "Niederschlagen" entfernen
SKILL_20180629_011984	Treffsicherheit: Bogenspezialisierung
SKILL_20180629_011985	* Erhöht den Geschoss-Schaden von "Treffsicherheit" um 50 %, während ein [Bogen] verwendet wird und die Verstärkung [Treffsicherheit] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_011986	Treffsicherheit: Profi-Waldläufer
SKILL_20180629_011987	* Erhöht den Schaden von Waldläufer-Fertigkeiten um 50 %, während die Verstärkung [Treffsicherheit] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_011988	Hohe Durchbohrung: Dauerfeuer
SKILL_20180629_011989	* Verkürzt die Abklingzeit von [Spiralschuss], [Prallschuss] und [Zeitbombenpfeil] um [Getroffene Ziele x 1] Sekunde, wenn ein Gegner mit [Hohe Durchbohrung] angegriffen wird.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_011990	Zeitbombenpfeil: "Niederschlagen" entfernen
SKILL_20180629_011991	* [Zeitbombenpfeil] stößt keine Gegner mehr zu Boden.{nl}* Nur zutreffend, wenn das Attribut auf "EIN" gestellt ist.
SKILL_20180629_011992	Zeitbombenpfeil: Lunte verlängern
SKILL_20180629_011993	* Verlängert die Dauer von [Zeitbombenpfeil] auf 4 Sekunden und erhöht den Schaden um 200 %.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_011994	* Reduziert die Anzahl Fallensets, die bei [Punji-Pfählung] verwendet werden, von 2 auf 1{nl}.* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_011995	* Erhöht den Schaden von [Claymore] um das 1,5-fache.{nl}Verbraucht Fallenset x 10.
SKILL_20180629_011996	* Erhöht die kritische Trefferchance von [Drehfalle] um 50 %.{nl}Verbraucht Fallenset x 4.
SKILL_20180629_011997	* Erhöht die kritische Trefferchance von [Stachelschuss] um 50 %.{nl}Verbraucht Fallenset x 10.
SKILL_20180629_011998	* Macht Charaktere, die mit [Entgiftung] geheilt wurden, immun Gegen Giftschwächungen der St. 1, und zwar für 4 Sekunden.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_011999	* Reduziert den Giftwiderstand von Gegnern, die von [Zhendu] geschädigt werden, um 7 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_012000	Schleichende Vergiftung: Verbessern
SKILL_20180629_012001	* Erhöht den Schaden, der einem Gegner mit [Schleichende Vergiftung] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012002	Entgiftung: Stufe 3
SKILL_20180629_012003	* [Entgiftung] kann Giftschwächungen bis St. 3 heilen.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012004	Zunehmender Fluch: Gift zu Gift
SKILL_20180629_012005	* [Zunehmender Fluch] verursacht Schaden bei Giftmonstern.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012006	Pesthauch: Tarnung
SKILL_20180629_012007	* Versetzt den Charakter für 2 Sekunden pro Attributsstufe in den Tarnmodus, nachdem [Pesthauch] genutzt wurde.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_012008	Pesthauch: Verbessern
SKILL_20180629_012009	* Erhöht den Schaden, der einem Gegner mit [Pesthauch] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012010	Jincan Gu: Verbessern
SKILL_20180629_012011	* Erhöht den Schaden, der einem Gegner mit [Jincan Gu] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012012	* Es besteht eine Chance von 10 % pro Attributsstufe, [Feuerschaden] für 6 Sekunden zu verursachen, wenn Gegner von [Kreuzfeuer] getroffen werden.{nl}* Der Feuerschaden beträgt 20 % des Kreuzfeuer-Schadens.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_012013	Pfeilmacher: Erhöhte Reichweite
SKILL_20180629_012014	* Erhöht die Reichweite von Pfeilmacher-Fertigkeiten um [Attributsstufe x 10].
SKILL_20180629_012015	Dissonanz: Sucher
SKILL_20180629_012016	* Erhöht die Dauer von Betäuben um 2 Sekunden bei Gegnern, die sich im Tarnmodus befinden.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012017	Dissonanz: Schallwellenangriff
SKILL_20180629_012018	* Fügt Gegnern, die von [Dissonanz] betroffen sind, für 2 Sekunden pro Attributsstufe Schaden zu.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_012019	Wiegenlied: Schlafmütze
SKILL_20180629_012020	* Wendet die Schwächung [Schläfrigkeit] an, auch wenn [Wiegenlied] bereits vorbei ist.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012021	Hypnotische Flöte: Bewegungsgeschwindigkeit
SKILL_20180629_012022	* Reduziert den Bewegungsgeschwindigkeitsmalus, die während [Hypnotische Flöte] verhangen wird, um 1 % pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_012023	Hypnotische Flöte: Selbsthypnose
SKILL_20180629_012024	* Fügt Gegnern, die von "Hypnotische Flöte" betroffen sind, für 1 Sekunden pro Attributsstufe den Zustand "Verwirrt" zu, sobald die Fertigkeit geendet hat.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012025	Hypnotische Flöte: Groß
SKILL_20180629_012026	* Ermöglicht es [Hypnotische Flöte], auch bei großen Monstern und Elitemonstern zu funktionieren.{nl}* Gilt für alle großen Monster ab Stufe 1.{nl}* Gilt für 1 Elitemonster pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_012027	Marschlied: Allegro
SKILL_20180629_012028	* Wendet die Verstärkung [Allegro] an und erhöht die Bewegungsgeschwindigkeit für 5 Sekunden um 15.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012029	Marschlied: Steigerung der Moral
SKILL_20180629_012030	* Erhöht die Dauer von [Marschlied] um 5 Sekunden, wenn sich ein Schwertkämpfercharakter in der Gruppe befindet.
SKILL_20180629_012031	Friedenslied: Verstärkung abbrechen
SKILL_20180629_012032	* Es besteht eine Chance von 10 % pro Attributsstufe, die Verstärkungen des Gegners abzubrechen (St. 1 bis St. 3).{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012033	Friedenslied: Unverwundbarkeit
SKILL_20180629_012034	* Verbündete, auf die [Friedenslied] wirkt, werden unverwundbar.{nl}* Erhöht den SP-Verbrauch um 50 %.
SKILL_20180629_012035	Hameln Nagetier: Verbessern
SKILL_20180629_012036	* Erhöht den Schaden, der einem Gegner mit [Hameln Nagetier] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012037	Hameln Nagetier: Schmutzige Reißzähne
SKILL_20180629_012038	* Erhöht die Dauer der Schwächung [Hameln Nagetier] um 1 Sekunden pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 50 %.
SKILL_20180629_012039	Hameln Nagetier: Seltene Art
SKILL_20180629_012040	* Es besteht eine Chance von 2 % pro Attributsstufe, eine seltene Mäuseart zu beschwören.{nl}* Die seltene Art landet beim ersten Angriff 2 Treffer.
SKILL_20180629_012041	* Erhöht Schaden und Heilfaktor, die durch [Heilung] bewirkt werden, um 0,5 % pro Attributsstufe.{nl}* +10 % zusätzlicher Bonus bei maximaler Stufe
SKILL_20180629_012042	Beherrschung einhändiger stumpfer Waffen: Heilung
SKILL_20180629_012043	* Erhöht die Heilung um 2 % pro Attributsstufe, wenn eine einhändige stumpfe Waffe ausgerüstet ist.
SKILL_20180629_012044	Heilung: Heiligtum öffnen
SKILL_20180629_012045	* Weitet die Effekte von [Heilung] auf neutrale Charaktere aus.
SKILL_20180629_012046	Heilung: Beschworene ausschließen
SKILL_20180629_012047	* Sorgt dafür, dass Effekte der [Heilung] nicht bei Beschworenen wirken.
SKILL_20180629_012048	Heilung: Nachwirkung
SKILL_20180629_012049	* Wendet eine Verstärkung an, die bei Verbündeten, die mit "Heilung" oder "Massenheilung" geheilt wurden, kontinuierlich die HP wiederherstellt.{nl}* Die Verstärkung hält 10 Sekunden lang an und stellt HP in Höhe von [Attributsstufe x 5] % deines Heilungswertes wieder her.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_012050	* Erhöht den Heilfaktor von [Aukuras] um 0,5 % pro Attributsstufe.{nl}* +10 % zusätzlicher Bonus bei maximaler Stufe
SKILL_20180629_012051	Massenheilung: Verbessern
SKILL_20180629_012052	* Erhöht den Heilfaktor von [Massenheilung] um 0,5 % pro Attributsstufe.{nl}* +10 % zusätzlicher Bonus bei maximaler Stufe
SKILL_20180629_012053	Zauberladen: Preis erhöhen
SKILL_20180629_012054	* Erhöht den Preis von Zaubern um 30 %, wenn der Laden sich auf einer Karte mit Dungeon befindet.
SKILL_20180629_012055	* Verwandle dich in ein menschliches Hybrid anstatt in einen Wolf, wenn du [Lykanthrop] nutzt.{nl}* Verändert die Erhöhungen der Werte und ändert die Dauer auf 60 Sekunden.{nl}* Der Standardangriff wird zu "Kratzen" geändert. (Es besteht eine Chance von 5 %, dass "Bluten" bewirkt wird.){nl}* Kann Sprint nutzen{nl}* 2 % der max. HP werden alle 8 Sekunden wiederhergestellt.{nl}* Physischer Schaden +[Lykanthrop-Fertigkeitsstufe x 4 %]{nl}* Magischer Schaden +[Lykanthrop-Fertigkeitsstufe x 6 %]{nl}* Kritische Trefferchance +[Lykanthrop-Fertigkeitsstufe x 40 %]
SKILL_20180629_012056	Chortasmata: Verbessern
SKILL_20180629_012057	* Erhöht den Schaden, der einem Gegner mit [Chortasmata] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012058	Samenbombe: Verbessern
SKILL_20180629_012059	* Erhöht den Schaden, der einem Gegner mit [Samenbombe] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012060	Dorn: Verbessern
SKILL_20180629_012061	* Erhöht den Schaden, der einem Gegner mit [Dorn] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012062	Nachash: Verbessern
SKILL_20180629_012063	* Erhöht den Schaden, der einem Gegner mit [Nachash] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012064	* Reduziert den max. HP-Bonus von [Ain Sof] um die Hälfte, dafür wird der restliche Wert 10 Sekunden lang als SP-Wiederherstellung gewährt.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_012065	Baum des Sepiroth: Verbessern
SKILL_20180629_012066	* Erhöht den Wiederherstellungseffekt von [Baum des Sepiroth] um +0,3 % pro Attributsstufe.
SKILL_20180629_012067	Ritual: Verbessern
SKILL_20180629_012068	* Erhöht den Schaden, der einem Gegner mit [Ritual] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012069	Ritual: Ausweiten
SKILL_20180629_012070	* Erhöht die Anzahl der Ziele von [Ritual] um 1 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_012071	Ritual: Schnelle Lesung
SKILL_20180629_012072	* Verkürzt den Angriffszyklus von [Ritual] um die Hälfte.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012073	Gottesblick: Verbessern
SKILL_20180629_012074	* Erhöht den Schaden, der einem Gegner mit [Gottesblick] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012075	Gottesblick: Göttlicher Einschlag
SKILL_20180629_012076	* Verbessert [Gottesblick], sodass die Fertigkeit nicht verborgenen Gegnern 10 % des ursprünglichen Schadens zufügt.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_012077	Aqua Benedicta: Verbessern
SKILL_20180629_012078	* Erhöht den Schaden, der einem Gegner mit [Aqua Benedicta] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012079	Aqua Benedicta: Letzter Tropfen
SKILL_20180629_012080	* Fügt Gegnern innerhalb der Reichweite von [Aqua Benedicta] nach Ablauf der Dauer der Fertigkeit noch 2,5 Sekunden lang Schaden zu.{nl}* Erhöht den SP-Verbrauch um 30 %.
SKILL_20180629_012081	Engkrateia: Geduld
SKILL_20180629_012082	* Erhöht die Dauer von [Engkrateia] um 1 Sekunde pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012083	Engkrateia: Antwort der Göttin
SKILL_20180629_012084	* Verhindert, dass deine HP unter 1 fallen, während [Engkrateia] aktiv ist.{nl}* Erhöht den SP-Verbrauch um 100 %.
SKILL_20180629_012085	Göttliche Interferenz: Verbessern
SKILL_20180629_012086	* Erhöht den Schaden, der einem Gegner mit [Göttliche Interferenz] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012087	Göttliche Interferenz: Verstärkung
SKILL_20180629_012088	* Erhöht die Anzahl der Statusleiden, die [Göttliche Interferenz] aufheben kann, um 1 pro Attributsstufe.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012089	Göttliche Interferenz: Brüllen
SKILL_20180629_012090	* Ermöglicht es [Göttliche Interferenz], Statusleiden des 3. Ranges aufzuheben.{nl}* Erhöht den SP-Verbrauch um 20 %.
SKILL_20180629_012091	Koinonia: Heiliger Ritter
SKILL_20180629_012092	* Templer innerhalb der Reichweite von [Koinonia] werden als Klerikercharaktere gezählt.{nl}* Erhöht den SP-Verbrauch um 10 %.
SKILL_20180629_012093	Koinonia: Verbessern
SKILL_20180629_012094	* Erhöht den Schaden, der einem Gegner mit [Koinonia] zugefügt wird, um 0,5 % pro Attributsstufe.{nl}* 10 % zusätzlicher Schaden bei maximaler Stufe
SKILL_20180629_012095	Erfordert 1. Kreis des Exorzisten
SKILL_20180629_012096	Erfordert 2. Kreis des Exorzisten
SKILL_20180629_012097	Erfordert 1. Kreis des Rattenfängers
SKILL_20180629_012098	Erfordert 2. Kreis des Rattenfängers
SKILL_20180709_012099	Teleportationsstille
SKILL_20180730_012100	Segen des Meeres
SKILL_20180730_012101	Entspannen
SKILL_20180730_012102	EP +20 %
SKILL_20180730_012103	HP +500 und alle 10 Sek. +500 SP
SKILL_20180730_012104	Bewegungsgeschwindigkeit +2
SKILL_20180730_012105	Beutechance +300
SKILL_20180730_012106	Krabbenspieße vom Grill
SKILL_20180730_012107	Blaulimonade
SKILL_20180730_012108	Frisches Kokoswasser
SKILL_20180730_012109	Bewegungsgeschwindigkeit +2, Flächenangriffsmodifikator +1, EP +25 %
SKILL_20180827_012110	Eismagier
SKILL_20180827_012111	Eiswelle
SKILL_20180827_012112	Zusätzlicher Schaden: +#{CaptionRatio}# %{nl}Erlittener Schaden: +#{CaptionRatio2}# %{nl}Dauer: 120 Sekunden
SKILL_20180827_012113	{#DD5500}{ol}[Physisch] – [Schlag]{/}{/}{nl}Schwinge deinen Schild, um Gegner vor dir anzugreifen.{nl}Wenn der Angriff trifft, wird deinem physischen Angriff der Wert von 30 % der physischen Abwehr deines Schilds hinzugefügt.{nl}Gegner außerhalb einer bestimmten Reichweite werden mit "Bluten" belegt.
SKILL_20180827_012114	Angriff: #{SkillFactor}# %{nl}Flächenangriffsmodifikator: #{SkillSR}#{nl}{#339999}{ol}Dauer von [Bluten]{/}{/}: 10 Sekunden
SKILL_20180827_012115	Erhöht sofort deine Bewegungsgeschwindigkeit. Die Bewegungsgeschwindigkeit wird weiter erhöht, je mehr Gegner sich in der Nähe befinden.{nl}Während "Spurt" aktiv ist, wird keine Ausdauer verbraucht.
SKILL_20180827_012116	Dauer: #{CaptionRatio}# Sekunden{nl}Keine Verringerung der AUS beim Sprinten.
SKILL_20180827_012117	Untergang des Kaisers
SKILL_20180827_012118	{#DD5500}{ol}[Physisch] – [Schlag]{/}{/}{nl}Ergreife dein Ziel und schwinge es in der Luft herum, um Gegner in der Nähe vorübergehend zu betäuben und sie verwundbar für Schlagangriffe zu machen. Setze die Fertigkeit erneut ein, während dein Ziel sich in der Luft befindet, um ihm einen Kopfstoß zu verpassen und Gegnern in der Nähe Schaden zuzufügen.{nl}Bist du mit einem Helm ausgerüstet, wird zusätzlicher Schaden verursacht.
SKILL_20180827_012119	Angriff: #{SkillFactor}# %{nl}Dauer: #{CaptionTime}# Sekunden{nl}Ziele: #{CaptionRatio}#
SKILL_20180827_012120	Gigante Marcha
SKILL_20180827_012121	{#DD5500}{ol}[Physisch] – [Stoß]{/}{/}{nl}Beschwört berittene Truppen zum Angriff. Gegner in Reichweite werden niedergeschlagen und erleiden Schaden.
SKILL_20180827_012122	Angriff: #{SkillFactor}# % pro berittenem Soldat
SKILL_20180827_012123	Angriff: #{SkillFactor}# %{nl}Min. #{CaptionRatio}# bis max. #{CaptionRatio2}# Angriffe.{nl}Flächenangriffsmodifikator #{SkillSR}#
SKILL_20180827_012124	{#DD5500}{ol}[Physisch] – [Stoß]{/}{/}{nl}Drehe dich um 360 Grad und greife dabei Gegner in der Nähe an. Der Wirker erleidet während dieses Angriffs keinen Schaden. Angegriffene Gegner fallen zu Boden.
SKILL_20180827_012125	Corrida Finale
SKILL_20180827_012126	{#DD5500}{ol}[Physisch] – [Stoß]{/}{/}{nl}Stachle einen Kampfbullen an, der Gegner vor dir angreift. Der wütende Bulle stürmt durch die Gegner und verursacht tödlichen Schaden.
SKILL_20180827_012127	Angriff: #{SkillFactor}# % x 3{nl}Ziele: 15
SKILL_20180827_012128	Wirf das Rete auf Gegner in der Nähe und ziehe sie zu dir hin. Von dem Rete erfasste Gegner werden vorübergehend bewegungsunfähig und erleiden zusätzlichen Schaden durch Stoßangriffe mit einhändigen Speeren. 
SKILL_20180827_012129	Dauer: 7 Sekunden{nl}Ziele: #{CaptionRatio2}#{nl}Schadenserhöhung: 100 %{nl}Verbraucht Rete x 1
SKILL_20180827_012130	Angriff: #{SkillFactor}# %{nl}Min. kritische Trefferchance +50 %{nl}Schadenserhöhung: 100 %{nl}Flächenangriffsmodifikator: #{SkillSR}#
SKILL_20180827_012131	{#DD5500}{ol}[Physisch] – [Schlag]{/}{/}{nl}Greif Gegner im gesamten Umfeld mit dem Rete an, um Schaden zu verursachen und ihre physische Abwehr zu verringern. Betroffene Charaktere können vorübergehend keinen Schild ausrüsten. Entwaffnete Gegner können weder blocken noch ausweichen.
SKILL_20180827_012132	Angriff: #{SkillFactor}# %{nl}Physische Abwehr: -#{CaptionRatio}# %{nl}Dauer: #{CaptionRatio2}# Sekunden{nl}Flächenangriffsmodifikator: #{SkillSR}#
SKILL_20180827_012133	Angriff: #{SkillFactor}# %{nl}Schadenserhöhung: 100 %{nl}Flächenangriffsmodifikator: #{SkillSR}#
SKILL_20180827_012134	Schützt die lebenswichtigen Punkte deines Körpers, um dich vorübergehend immun gegen kritischen Schaden zu machen.
