QUEST_LV_0400_20161005_000001	Kedora Alliance Merchant Alta
QUEST_LV_0400_20190419_004798	Finally, we found a spot where we thought the relic might be hiding.{nl}Before we could do anything, a giant red portal appeared and demons started pouring from it.
QUEST_LV_0400_20190419_004799	Many of us never made it. Myself and a few others were barely holding on to our lives.{nl}We realized it would be impossible for us to take back the Tower on our own with all those monsters.
QUEST_LV_0400_20190419_004800	But our mentor still believed we had a chance, if only we could find the relic.{nl}He commanded us to carry on with the searches.
QUEST_LV_0400_20190419_004801	Since then, I started to suspect he had wanted us to take over Barynwell to find Schaffen's relic.{nl}I told him multiple times that it was reckless to do anything with the few men we had left.{nl}His answer is always the same: "Aren't you ashamed for the comrades who died for our mission?"
QUEST_LV_0400_20190419_004802	I do want to defeat the demons and take back our home, and avenge the ones who sacrificed themselves for the cause.{nl}It's just... we can't do it on our own.
QUEST_LV_0400_20190419_004803	I know that finding Lydia Schaffen's relic and taking back the Tower is a good, honest cause.{nl}But in our current situation, there's little we can do, realistically.
QUEST_LV_0400_20190419_004804	My colleagues and I managed to convince our mentor to stop the searches and look for the keepsakes of our fallen comrades instead.{nl}Once we have them, we're going to reorganize and ask our old allies for help.
QUEST_LV_0400_20190419_004805	If you were to help us look for the keepsakes, we could make good progress.
QUEST_LV_0400_20190419_004806	I need to call the others first, they're doing a search in Barynwell Hill Road.{nl}Just hold on a minute.
QUEST_LV_0400_20190419_004807	I'm very glad to have a Revelator on our side. That means the goddesses haven't forgotten us yet.{nl}Go up until you reach Barynwell Hill Road.{nl}I'll be preparing us some supplies in the meantime.
QUEST_LV_0400_20190419_004808	My colleagues are searching Barynwell Hill Road.{nl}There'll be monsters there, so be careful.
QUEST_LV_0400_20190419_004809	You're back. I told my colleague to go call our mentor, but no news of them yet.{nl}I guess I'll start by talking to the ones that just arrived.
QUEST_LV_0400_20190419_004810	They aren't happy with the plan, are they? I understand...{nl}Our mentor always takes us to safe spots for the searches, after we take care of the monsters.
QUEST_LV_0400_20190419_004811	Even when the demon portal appeared... I'm sorry. I'm talking too much.{nl}I'll tell you next time.
QUEST_LV_0400_20190419_004812	After the portal appeared in the Collapsed Square, the area has been teeming with monsters.{nl}There's no way we can take it back all by ourselves.
QUEST_LV_0400_20190419_004813	I think we need to reduce their numbers before we try to destroy the portal.{nl}The plan is to set up a trap and lure the monsters away. Will you help us install the trap? 
QUEST_LV_0400_20190419_004814	We can't receive external help, so our resources are scarce. This is our last chance to do anything.{nl}Let's make sure we succeed.
QUEST_LV_0400_20190419_004815	Go ahead and set up the bombs near the alleyway to the Collapsed Square.
QUEST_LV_0400_20190419_004816	I'm glad we got the bomb setup out of the way.{nl}Now we just need to lure the monsters in.
QUEST_LV_0400_20190419_004817	I was keeping an eye on the monsters while you set up the bombs.{nl}Can you wait by the marked spot near the alleyway?{nl}Let me know when you're ready so I can lure in the monsters.
QUEST_LV_0400_20190419_004818	Are you ready? Okay, I'll lure the monsters in now.{nl}Go to the location and wait there.
QUEST_LV_0400_20190419_004819	Looking at the portal reminds me of all the comrades we lost.
QUEST_LV_0400_20190419_004820	The operation was risky, we were ready for the worst. Luckily with you here, everything worked out better than expected.{nl}Thank you for doing right by our comrades.
QUEST_LV_0400_20190419_004821	We need to destroy the portal before any more monsters can come through.{nl}But I think the explosion earlier may have attracted monsters from other areas.
QUEST_LV_0400_20190419_004822	We'll get ready to block the alleyways.{nl}You go and take down the portal at the Collapsed Square!
QUEST_LV_0400_20190419_004823	The portal is in the middle of the Collapsed Square.{nl}Be careful, there could be monsters in the area.
QUEST_LV_0400_20190419_004824	Great job taking down the portal. We can finally look for our comrades' keepsakes.{nl}Also... our mentor is back and he wants to talk to you in private.{nl}I'll be setting up things so we can start searching the Old Concert Hall area in the meantime.
QUEST_LV_0400_20190419_004825	Recovery Squad Leader
QUEST_LV_0400_20190419_004826	Ah. Welcome, Revelator. I heard news of you arriving during my search. As you know, we're looking for the relic that will let us take over the Barynwell areas.
QUEST_LV_0400_20190419_004827	My students told me you helped them take down the demons. We are very grateful.{nl}As their mentor, I apologize for letting them pull you into all this trouble.
QUEST_LV_0400_20190419_004828	That said, if you do agree to help us, finding the relic will only be a matter of time.
QUEST_LV_0400_20190419_004829	Only then, of course, will we be able to finally take back our land.{nl}We couldn't possibly face off that many monsters with such low numbers otherwise. 
QUEST_LV_0400_20190419_004830	I know my students must have complained to you about what's been happening.{nl}But now that the portal is destroyed, we can finally search the Old Concert Hall.{nl}That's the only area we haven't searched yet. I'm certain that the relic will be there.
QUEST_LV_0400_20190419_004831	I gave out orders to begin the search there already. Please, have some rest before you join us. I understand you just went through a difficult battle.
QUEST_LV_0400_20190419_004832	I know my students must have complained to you about me.{nl}Too many of us died when that portal appeared and the monsters attacked.
QUEST_LV_0400_20190419_004833	After that day, I knew the rest of us wouldn't survive if we were to face the monsters again.{nl}Our only chance to take back the Barynwell regions was to find Schaffen's relic once and for all.
QUEST_LV_0400_20190419_004834	Why didn't we receive external aid, you mean?{nl}Hmm... We did try to request it, but to no avail...{nl}After Medzio Diena, people can barely look after themselves, let alone help a group of strangers.
QUEST_LV_0400_20190419_004835	My students must be starting the search at the Old Concert Hall soon.{nl}Go ahead and join them there.
QUEST_LV_0400_20190419_004836	You're back. We managed to find our colleagues' keepsakes in the meantime. Thank you for the help, really.{nl}We also found a hidden location in the Old Concert Hall.{nl}Let me show you what was inside. This is...{nl}
QUEST_LV_0400_20190419_004837	Hm? Do you feel that shaking? What's happening?
QUEST_LV_0400_20190419_004838	That was a nasty monster... I don't know what we would've done without you.
QUEST_LV_0400_20190419_004839	You know, after Medzio Diena I often thought this was it, this is the end.{nl}But seeing you now, it gives me hope for the future.
QUEST_LV_0400_20190419_004840	Brockal Himil
QUEST_LV_0400_20190419_004841	It's rare seeing someone make it here without a scratch. Are you perhaps a Revelator?
QUEST_LV_0400_20190419_004842	What an honor to finally meet one of the Revelators.{nl}My name is Brockal Himil. I was sent from the Himil family to help take back the Maven areas.
QUEST_LV_0400_20190419_004843	Sorry if I'm being too brazen, but I could really use the help of someone like you.{nl}Would you care to give us a hand?
QUEST_LV_0400_20190419_004844	Our local defense systems are damaged because of a monster attack we had.{nl}Before I explain, let me get out the orders to start repairing the stockades.
QUEST_LV_0400_20190419_004845	Thank you. I'm glad you are as kind as you are talented.
QUEST_LV_0400_20190419_004846	It's an honor to have you on our side.{nl}The damaged stockades are at the camp alleyway.
QUEST_LV_0400_20190419_004847	We wouldn't have gotten our defense back up so quickly without you. Thanks.
QUEST_LV_0400_20190419_004848	It's been a long time since family, the Himils, abandoned the Astral Tower.{nl}Yet, we couldn't stay still and watch it being taken over by the monsters. We needed to act.
QUEST_LV_0400_20190419_004849	This region here connects to District 13 of the Outer Wall.{nl}If we can't block the monsters here, many people will be in danger.
QUEST_LV_0400_20190419_004850	Maven 31 Waters, on the other hand, connects to the Outer Wall as well as two Water regions.{nl}Even if we take down all the monsters in one area, it won't be easy to cover all the regions.
QUEST_LV_0400_20190419_004851	I do think it will be long before our defense operation here is over.{nl}We're still receiving external aid, but we needed to find local resources as well.
QUEST_LV_0400_20190419_004852	Fortunately, we now know that the nearest reservoir is not contaminated.{nl}I'm going to send out a few of our soldiers to secure food supplies, would you mind waiting?
QUEST_LV_0400_20190419_004853	Are you sure? That's... very kind of you, thank you. To tell you the truth, many of our soldiers were injured in the last battle.{nl}I'm glad you're here to help.
QUEST_LV_0400_20190419_004854	The reservoir is to the right.{nl}There are still monsters around, but the lake water is clean... It seems the Water Facilities there are still working.
QUEST_LV_0400_20190419_004855	You're done already? Well, you really can't beat experience, can you?{nl}I'm honestly impressed, Revelator.
QUEST_LV_0400_20190419_004856	Our scouts found some suspicious monster movement in the Old Training Grounds near the camp.{nl}I don't know if we can stand another attack, if that's what they're planning.{nl}This time we need to hit them first.
QUEST_LV_0400_20190419_004857	Let's go take down the monsters at the Old Training Grounds!
QUEST_LV_0400_20190419_004858	With you on our side, I'm sure victory will be ours.{nl}But of course, anything can happen in a battle.{nl}I'll make sure my soldiers are aware of that and don't lose their focus.
QUEST_LV_0400_20190419_004859	Thank you for your service. The last battle was hard on us, many were injured during the conflict.{nl}This time you truly gave us the upper hand.
QUEST_LV_0400_20190419_004860	Before you arrived, we had other confrontations with the monsters. Each one left several of our soldiers injured.{nl}The problem is that they keep coming, while our forces grow weaker and weaker.
QUEST_LV_0400_20190419_004861	The soldiers' morale is lower than ever.{nl}Do you think you can help lift their spirits a little?
QUEST_LV_0400_20190419_004862	I believe a hero like yourself can be a great influence on our forces.
QUEST_LV_0400_20190419_004863	The atmosphere is completely different with you here, I can already feel it.
QUEST_LV_0400_20190419_004864	Another reason we weren't doing so well is the new monster that has arrived recently.{nl}Not only is it strong, it's also very clever. We don't know what to do about it.
QUEST_LV_0400_20190419_004865	I was going to put together a squad to take it down, but we're short on manpower. Right now we have a single student keeping an eye on the monsters at the Collapsed Shelter.{nl}Would you care to help him?
QUEST_LV_0400_20190419_004866	Thank you, Revelator. I sent him a carrier pigeon earlier, so he should know you're coming.{nl}To get to the Collapsed Shelter, just go up this way and take a left before you reach the entrance to the Observatory.
QUEST_LV_0400_20190419_004867	We'll be repairing our damaged equipment in the meantime.{nl}We can get ready to attack as soon as we're done.
QUEST_LV_0400_20190419_004868	Brockal Himil's Apprentice
QUEST_LV_0400_20190419_004869	Revelator! Hello! I'm a student of Mr. Brockal Himil, the one who's investigating the monsters.{nl}Mr. Himil told me you helped our forces back at the camp.
QUEST_LV_0400_20190419_004870	My student is still learning, but he's a fine warrior.{nl}Still, as his mentor, I'm worried about him being on his own.{nl}He's at the Collapsed Shelter investigating the new monsters.
