ITEM_20150317_000001	Empty_helmet	없음_helmet
ITEM_20190419_022119	Instantly restores 20% of max. SP. {nl}Additionally restores the other 20% of SP every 2 seconds over 11 seconds. {nl}Right-click to use. Cooldown of 20 seconds.{nl}Will be automatically deleted at the end of the event period.	SP를 20% 즉시 회복시키고 2초 간격으로 11초 동안 SP를 20% 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다. 재사용 대기시간 20초.{nl}19년 3월 28일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022120	Restores 78 Stamina. Right-click to use.{nl}Will be automatically deleted at the end of the event period.	스태미나를 78 회복 시켜줍니다. 마우스 오른쪽 클릭으로 사용합니다.{nl}19년 3월 28일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022121	Recovers the durability of currently-equipped items by +5.{nl}Will be automatically deleted at the end of the event period.	사용 시 착용하고 있는 장비의 내구도를 +5 회복시켜 줍니다.{nl}19년 3월 28일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022122	An event warp scroll. Use it to move to Kupole Kaze in Vedas Plateau.{nl}Will be automatically deleted at the end of the event period.	이벤트용 워프 주문서입니다.{nl}사용 시 베다 고원의 큐폴 카제에게 이동합니다.{nl}19년 3월 28일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022123	Combat Potion: Uphill Mission	전투 포션: 업힐 미션
ITEM_20190419_022124	A potion used exclusively inside the Uphill Defense mission. Increases damage dealt by 5% and reduces damage taken by 5%. Maximum 10 stacks. Right-use to click.	업힐 디펜스 미션에서만 사용 가능한 포션입니다. 대미지 5% 증가, 받는 피해 5%감소합니다. 최대 10회 중첩됩니다. 아이템 우클릭으로 사용합니다.
ITEM_20190419_022125	[Event] New Class Premium Costume Selection Box	[이벤트] 신규 클래스 프리미엄 코스튬 선택 상자
ITEM_20190419_022126	Right-click to use. Contains the class costume for the following classes.{nl}Class list{nl}- Tiger Hunter{nl}- Matross{nl}- Ardito{nl}- Sheriff{nl} {nl}- Will be automatically deleted at the end of the event period.	마우스 우클릭으로 사용할 수 있습니다. 다음 클래스 코스튬을 얻을 수 있습니다. {nl} 클래스 리스트 {nl} - 산포{nl} - 매트로스{nl} - 아르디티{nl} - 셰리프{nl} {nl} - 5월 23일 점검시, 일괄 삭제 됩니다.
ITEM_20190419_022127	(Old) The First Refuge Raid Dungeon Cube	(구)첫 번째 피난처 레이드 던전 큐브
ITEM_20190419_022128	Collect 20 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 20개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20190419_022129	Collect 20 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 20개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다.  마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20190419_022130	Collect 40 spirit fragments and use to obtain either a recipe or the finished product. Right-click to use.	영혼 조각 40개를 모아서 사용하면 레서피 혹은 완제품을 얻을 수 있습니다.  마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20190419_022131	A reward obtained from Castle Dungeon	캐슬 지하 던전을 클리어하여 받은 보상입니다.
ITEM_20190419_022132	Spirit Fragment: Prodigious Kugheri Balzermancer	영혼 조각: 영험한 쿠게리 발저맨서
ITEM_20190419_022133	Collect 10 recipe fragments and use to obtain either a full recipe or the finished product. Right-click to use.	레시피 조각 10개를 모아서 사용하면 완제품을 얻을 수 있습니다. 마우스 오른쪽 버튼 클릭으로 사용합니다.
ITEM_20190419_022134	Increases an item's transcendence stage to Stage 5.{nl}Can only be used in items transcended to Stages 0 to 4. Right-click the scroll, then select the item to transcend.{nl}Will be automatically deleted at the end of the event period.	장비의 초월 수치를 5단계로 만들어줍니다.{nl}0~4단계 초월 아이템만 사용할 수 있으며, 5초월 스크롤을 우클릭한 후 초월할 아이템을 선택하면 5초월 상태로 변경됩니다.{nl}5월 23일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022135	Steel Anvil	강철 모루
ITEM_20190419_022136	Place a piece of equipment on this anvil and hit it to upgrade its quality. Reduces enhancement costs by 50%. Right-click to use.	모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 장비 강화 비용이 50% 감소합니다. 마우스 오른쪽 클릭으로 사용합니다.
ITEM_20190419_022137	Steel Anvil (14 Days)	강철 모루(14일)
ITEM_20190419_022138	Place a piece of equipment on this anvil and hit it to upgrade its quality. Reduces enhancement costs by 50%. Right-click to use. Use within 14 days.	모루 위에 장비를 놓고 두드리면 성능이 향상됩니다. 장비 강화 비용이 50% 감소합니다. 마우스 오른쪽 클릭으로 사용합니다.획득 후부터 14일동안 사용 가능합니다.
ITEM_20190419_022139	Ichor Transmutation Kit	아이커 연성 키트
ITEM_20190419_022140	Tool used for transmuting Ichors. Can be purchased from Teliavelis.	아이커 연성에 사용되는 도구입니다. 일반 도구로 테리아베리스에게서 구매할 수 있습니다.
ITEM_20190419_022141	Silver Ichor Transmutation Kit	은빛 아이커 연성 키트
ITEM_20190419_022142	Tool used for transmuting Ichors. It does not require consumables.	아이커 연성에 사용되는 도구입니다. 소모하는 재화가 필요 없습니다.
ITEM_20190419_022143	[Event] Ancient Golden Socket	[이벤트] 오래된 황금 소켓
ITEM_20190419_022144	Use to add a socket on equipment with 0 potential. The socket will not be added if the equipment has already reached its maximum socket limit. Right-click to use. Will be automatically deleted at the end of the event period.	포텐셜이 0인 장비에만 사용가능 하며, 사용시 소켓이 추가됩니다. 단, 최대 소켓 개수 이상으로 추가 할 수 없습니다. 마우스 오른쪽 클릭으로 사용합니다.{nl} {nl} - 5월 23일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022145	Remnants of Bernice Coin	베르니케 파편 주화
ITEM_20190419_022146	A reward from the Remnants of Bernice dungeon. Exchange it for other items at the Oracle Master.	베르니케 파편 던전보상 아이템입니다. 오라클 마스터를 통해 아이템으로 교환 할 수 있습니다.
ITEM_20190419_022147	Med Kit	구급상자
ITEM_20190419_022148	A box containing various emergency medicine	각종 구급 약품이 담겨 있는 상자입니다.
ITEM_20190419_022149	Lv. 400 Awakening Abrasive	Lv.400 각성 연마재
ITEM_20190419_022150	Use to obtain better stats in Awakening items.	각성 연마재를 사용하여 각성을 할 경우 더 높은 옵션을 얻을 수 있습니다.
ITEM_20190419_022151	Planium	플래니움
ITEM_20190419_022152	A material that can be obtained rarely from basic monsters. Take them to the Black Smith Teliavelis in Fedimian to create new equipment.	하급 몬스터에게서 낮은 확률로 얻을 수 있는 재료입니다. 페디미안의 테리아베리스가 장비로 만들 수 있습니다.
ITEM_20190419_022153	Lensterseum	렌스터슘
ITEM_20190419_022154	Nobody knows where this mineral comes from but it shines brilliantly just as its name suggests.	광휘를 뜻하는 이 광물의 정체는 아무도 모릅니다. 다만 엄청난 빛을 내며 응축되어있습니다.
ITEM_20190419_022155	Riperium	리페리움
ITEM_20190419_022156	When unrefined, it is said that this mineral decays everything in its surrounding area.	부패를 뜻하는 이 광물의 정체를 알 수 있었던건 어느날의 사고입니다. 이 광물이 부서진 곳에서 뿜어져 나온 기운은 주위의 모든 것을 부패시키고, 노화시켰습니다.
ITEM_20190419_022157	Luminous Red Leaf	빛나는 붉은 단풍잎
ITEM_20190419_022158	A suspiciously luminous maple leaf. There is an unknown power radiating from it.	단풍잎이 머금은 이슬이 수상합니다. 어떠한 변형이 발생했는지 결코 무시할 수 없는 기운이 느껴집니다.
ITEM_20190419_022159	White Cosmos	순백의 코스모스
ITEM_20190419_022160	White Cosmos is often used as an ingredient for medicine.	순백의 코스모스는 약재로도 많이 사용됩니다.
ITEM_20190419_022161	Purple Lavender	보라색 라벤더
ITEM_20190419_022162	This cannot be used for medicinal purposes. 	해당 약초는 약재로 사용하기에는 문제가 있습니다. 
ITEM_20190419_022163	Red Tulip	붉은 튤립
ITEM_20190419_022164	Unlike your everyday Tulip, its stem is beaming with dark energy.	산뜻한 튤립의 꽃과는 달리 줄기가 음산합니다.
ITEM_20190419_022165	Round Golden Emblem	원형 금빛 문양
ITEM_20190419_022166	An emblem decorated with golden circular edges. It holds an unknown power.	원형 금빛 테두리로 장식된 문양입니다. 무슨 용도와 어떤 과정을 거친지 확인되지 않으나 많은 힘을 갖고있습니다.
ITEM_20190419_022167	Complete Golden Emblem	완성된 금빛 문양
ITEM_20190419_022168	An emblem decorated with golden edges. It holds an unknown power.	금빛 테두리로 장식된 문양입니다. 무슨 용도와 어떤 과정을 거친지 확인되지 않으나 많은 힘을 갖고있습니다.
ITEM_20190419_022169	Broken Emblem Fragment	부서진 문양 파편
ITEM_20190419_022170	It holds a power different from the other emblems. Perhaps it is the arrangement of the golden edges that determine its final use.	깨어진 문양이 기존의 문양과 다른 힘을 갖고있습니다. 어쩌면 저 금색 광물의 배치에 따라 힘이 다른건 아닐까 싶습니다.
ITEM_20190419_022171	[Episode 11] Growth Gem	[Episode11] 성장의 보석
ITEM_20190419_022172	[Episode 11] Commemorative gems celebrating the new Episode 11 update. Will be deleted automatically at the end of the event period.	[Episode11] 에피소드 업데이트 기념 주화입니다. 5월 9일 삭제됩니다.
ITEM_20190419_022173	[Episode 11] Adventure Sprout	[Episode11] 탐험의 새싹
ITEM_20190419_022174	[Episode 11] Event item to commemorate the new Episode 11 update. Will be deleted at the end of the event period.{nl} {nl}Can be used at the Adventure Sprout shop.	[Episode11] 에피소드 업데이트 기념 탐험의 새싹 주화입니다. 5월 9일 삭제됩니다. {nl} {nl}탐험의 새싹 상점에서 사용 가능합니다.
ITEM_20190419_022175	Teeny Chick Egg	병아리 뱁새 알
ITEM_20190419_022176	Right-click to use. Upon use, the companion is immediately registered.{nl}This companion can be mounted without a riding skill.{nl}This companion increases the character's HP recovery and SP recovery.{nl}- Can be exchanged for Medals at the Exchange Shop.	마우스 오른쪽 클릭으로 사용가능하며, 사용시 바로 컴패니언으로 등록됩니다. {nl} 해당 컴패니언은 컴패니언 탑승 스킬이 없어도 탑승 가능합니다. {nl} 해당 컴패니언과 동행 시 캐릭터의 HP회복력과 SP회복력이 증가하는 버프를 얻습니다.{nl} 리사이클 메달로 교환 가능합니다.
ITEM_20190419_022177	N/A	넥슨 캐시 추첨에 응모하셨습니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022178	[Episode 11] Level Up Chest (Lv 15)	[Episode11] 레벨업 상자 (15레벨)
ITEM_20190419_022179	Right-click to use. This item can be used by players above level 15.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.15레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022180	[Episode 11] Level Up Chest (Lv 40)	[Episode11] 레벨업 상자 (40레벨)
ITEM_20190419_022181	Right-click to use. This item can be used by players above level 40.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.40레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022182	[Episode 11] Level Up Chest (Lv 50)	[Episode11] 레벨업 상자 (50레벨)
ITEM_20190419_022183	Right-click to use. This item can be used by players above level 50.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.50레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022184	[Episode 11] Level Up Chest (Lv 75)	[Episode11] 레벨업 상자 (75레벨)
ITEM_20190419_022185	Right-click to use. This item can be used by players above level 75.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.75레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022186	[Episode 11] Level Up Chest (Lv 85)	[Episode11] 레벨업 상자 (85레벨)
ITEM_20190419_022187	Right-click to use. This item can be used by players above level 85.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.85레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022188	[Episode 11] Level Up Chest (Lv 100)	[Episode11] 레벨업 상자 (100레벨)
ITEM_20190419_022189	Right-click to use. This item can be used by players above level 100.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.100레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022190	[Episode 11] Level Up Chest (Lv 120)	[Episode11] 레벨업 상자 (120레벨)
ITEM_20190419_022191	Right-click to use. This item can be used by players above level 120.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.120레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022192	[Episode 11] Level Up Chest (Lv 140)	[Episode11] 레벨업 상자 (140레벨)
ITEM_20190419_022193	Right-click to use. This item can be used by players above level 140.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.140레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022194	[Episode 11] Level Up Chest (Lv 170)	[Episode11] 레벨업 상자 (170레벨)
ITEM_20190419_022195	Right-click to use. This item can be used by players above level 170.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.170레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022196	[Episode 11] Level Up Chest (Lv 180)	[Episode11] 레벨업 상자 (180레벨)
ITEM_20190419_022197	Right-click to use. This item can be used by players above level 180.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.180레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022198	[Episode 11] Level Up Chest (Lv 200)	[Episode11] 레벨업 상자 (200레벨)
ITEM_20190419_022199	Right-click to use. This item can be used by players above level 200.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.200레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022200	[Episode 11] Level Up Chest (Lv 220)	[Episode11] 레벨업 상자 (220레벨)
ITEM_20190419_022201	Right-click to use. This item can be used by players above level 220.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.220레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022202	[Episode 11] Level Up Chest (Lv 230)	[Episode11] 레벨업 상자 (230레벨)
ITEM_20190419_022203	Right-click to use. This item can be used by players above level 230.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.230레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022204	[Episode 11] Level Up Chest (Lv 270)	[Episode11] 레벨업 상자 (270레벨)
ITEM_20190419_022205	Right-click to use. This item can be used by players above level 270.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.270레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022206	[Episode 11] Level Up Chest (Lv 315)	[Episode11] 레벨업 상자 (315레벨)
ITEM_20190419_022207	Right-click to use. This item can be used by players above level 315.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.315레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022208	[Episode 11] Level Up Chest (Lv 330)	[Episode11] 레벨업 상자 (330레벨)
ITEM_20190419_022209	Right-click to use. This item can be used by players above level 330.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.330레벨 이상에서 사용 가능합니다.{nl}5월 9일 점검 시, 일괄 삭제됩니다.
ITEM_20190419_022210	[Episode 11] Level Up Chest (Lv 350)	[Episode11] 레벨업 상자 (350레벨)
ITEM_20190419_022211	Right-click to use. This item can be used by players above level 350.{nl}This item will be removed at the end of the event period.	마우스 오른쪽 버튼 클릭으로 사용합니다.350레벨 이상에서 사용 가능합니다.{nl}5월 23일 점검 시, 일괄 삭제됩니다.
