QUEST_UNUSED_20150317_000001	A ha, you're on your way to see Master Pardoner. I wish you luck.
QUEST_UNUSED_20151102_003047	Die Peltasta-Meisteranwärterin möchte sehen, wie gut du mit einem Schild umgehen kannst. Begib dich mit ausgerüstetem Schild in den Farnkrautwald (63_3) und besiege Monster, um Kristalle zu sammeln. Wenn du Dämonen besiegst, erhältst du dafür Extrapunkte. Diese Aufgabe musst du alleine bewältigen.
QUEST_UNUSED_20151102_003048	Du hast die gewünschte Anzahl Monster besiegt. Kehre zur Peltasta-Meisteranwärterin zurück.
QUEST_UNUSED_20151102_003049	Im Farnkrautwald (Bereiche 63_1, 63_2 und 63_3) Kräuter sammeln
QUEST_UNUSED_20151102_003050	Die Priester-Meisteranwärterin hat dich gebeten, Kräuter im Farnkrautwald (Bereiche 63_1, 63_2 und 63_3) zu sammeln, um eine Salbe herzustellen.
QUEST_UNUSED_20151102_003051	Sammle Plagel-Seelenkristalle und Plag-Geisteskristalle im Farnkrautwald (63_3).
QUEST_UNUSED_20151102_003052	Die Highlander-Meisteranwärterin möchte wissen, wie sehr du deine Highlander-Fertigkeiten bereits beherrschst. Nutze sie, um Monster zu besiegen und dein Können zur Schau zu stellen. Diese Aufgabe musst du alleine bewältigen.
QUEST_UNUSED_20151102_003053	Der Barbaren-Meisteranwärter hat dich gebeten, Monster nur mit deiner dir eigenen Kraft und ohne Verbesserungen zu besiegen. Diese Aufgabe musst du alleine bewältigen.
QUEST_UNUSED_20151102_003054	Die Dämonen auf dem Feretorihügel besiegen
QUEST_UNUSED_20151102_003055	Besiege Dämonen auf dem Feretorihügel und zeige dem Kataphrakt-Meister, was du draufhast.
QUEST_UNUSED_20151102_003056	Bekämpfe die Monster auf dem Feretorihügel, um sie zu schwächen und dann mit dem Edelstein zu läutern. Sammle danach ihre Asche ein.
QUEST_UNUSED_20151102_003057	Begib dich zum Feretorihügel und verbinde die Energie der Sadhu-Meisterin mit den Seelen der Monster. Danach musst du sie besiegen und ihre Seelen sammeln. Diese Aufgabe musst du alleine bewältigen.
QUEST_UNUSED_20151102_003058	Die Monster an der Apsimesti-Kreuzung ohne einen Schild besiegen
QUEST_UNUSED_20151102_003059	Lege deinen Schild ab und besiege Monster an der Apsimesti-Kreuzung. Diese Aufgabe musst du alleine bewältigen.
QUEST_UNUSED_20151102_003060	Du hast genug Balsam beschafft. Repariere damit die Statuen der Göttin Vakarine in Fedimian und Orsha.
QUEST_UNUSED_20151102_003061	Du hast alle Göttinnenstatuen repariert. Kehre zur Dievdirbys-Meisteranwärterin zurück.
QUEST_UNUSED_20151102_003062	%s sammeln
QUEST_UNUSED_20151102_003063	Die Objekte durchsehen und Folgendes sammeln: %s
QUEST_UNUSED_20151102_003064	Karls Geist hat dich gebeten, die Liste der Gartenbesitzer zu verbrennen. 
QUEST_UNUSED_20151102_003065	 Drücke die Taste, um in den Pausenmodus zu gelangen. Nutze dann das Feuerholz, um ein Lagerfeuer zu errichten und die Liste zu verbrennen.
QUEST_UNUSED_20151102_003066	Leja geht es nicht gut. Sie benötigt Hilfe. Sprich mit ihr.
QUEST_UNUSED_20151102_003067	Die von Druidin Leja gewünschten Kräuter sammeln
QUEST_UNUSED_20151102_003068	Druidin Leja hat sich beim Versuch, die Frettchen zu fangen, die die Lebensmittel aus dem Dorf gestohlen haben, verletzt. Begib dich an den von ihr beschriebenen Ort und sammle Kräuter, damit sie wieder zu Kräften kommt.
QUEST_UNUSED_20151102_003069	Druidin Leja die Kräuter bringen
QUEST_UNUSED_20151102_003070	Dem geheimnisvollen Mädchen begegnen
QUEST_UNUSED_20151102_003071	Eine heilige Energie liegt in der Luft.
QUEST_UNUSED_20151102_003072	Auf deinem Weg, um die von Druidin Leja gewünschten Kräuter abzuliefern, bist du einem geheimnisvollen Mädchen begegnet. Bringe die Kräuter fürs Erste zu Leja.
QUEST_UNUSED_20151102_003073	Auf deinem Weg, um die von Druidin Leja gewünschten Kräuter abzuliefern, bist du einem geheimnisvollen Mädchen begegnet. Erzähle Leja von dem Mädchen.
QUEST_UNUSED_20151102_003074	Die zurückerlangten Lebensmittel dem Dorfoberhaupt überbringen
QUEST_UNUSED_20151102_003075	Du hast alle von den Frettchen gestohlenen Lebensmittel zurückerlangt. Suche das Dorfoberhaupt wie von Leja gewünscht an der Ephlysti-Kreuzung auf.
QUEST_UNUSED_20151102_003076	Folgendes von den Frettchen zurückholen: %s
QUEST_UNUSED_20151102_003077	Die dämonischen Totems zerstören, die die Frettchen einer Gehirnwäsche unterzogen haben
QUEST_UNUSED_20151102_003078	Das Dorfoberhaupt wurde einst von einem falschen Offenbarer hereingelegt und vertraut dir nicht. Zerstöre die dämonischen Totems beim Banagawald-Pfad, um zu beweisen, dass du der wahre Offenbarer bist.
QUEST_UNUSED_20151102_003079	Du hast alle dämonischen Totems zerstört. Kehre zum Dorfoberhaupt zurück und erstatte ihm Bericht.
QUEST_UNUSED_20151102_003080	Das Dorfoberhaupt ist dankbar dafür, dass du alle Totems zerstört hast. Frage das Dorfoberhaupt, was du jetzt tun sollst.
QUEST_UNUSED_20151102_003081	Dem geheimnisvollen Mädchen folgen
QUEST_UNUSED_20151102_003082	Das Dorfoberhaupt hat dir von einer alten Dorflegende erzählt und die Vermutung geäußert, dass dieses Mädchen von Laima geschickt wurde. Folge dem Mädchen nach Zeraha.
QUEST_UNUSED_20151102_003083	Von den Frettchen Saft der Riesenfrucht sammeln
QUEST_UNUSED_20151102_003084	Der Dorfbewohner meint, dass das Obst der Bewohner durch das rote Wasser aus dem Fluss vergiftet wurde, die Frettchen jedoch vielleicht wüssten, wie man es wieder essbar machen kann. Von den Frettchen Fruchtsaft sammeln
QUEST_UNUSED_20151102_003085	Dem Dorfbewohner damit eine Freude machen
QUEST_UNUSED_20151102_003086	Von den Frettchen Folgendes besorgen: %s
QUEST_UNUSED_20151102_003087	Rotes Wasser aus dem alten Brunnen holen
QUEST_UNUSED_20151102_003088	Der Dorfbewohner möchte die von den Frettchen gestohlenen Lebensmittel mit dem roten Wasser vergiften. Hole zuerst etwas rotes Wasser aus dem alten Brunnen.
QUEST_UNUSED_20151102_003089	Die gestohlenen Lebensmittel mit rotem Wasser vergiften
QUEST_UNUSED_20151102_003090	Der Dorfbewohner hat dich gebeten, das Dörrfleisch der Frettchen mit rotem Wasser zu vergiften.
QUEST_UNUSED_20151102_003091	Du hast das Dörrfleisch gefunden und es mit rotem Wasser vergiftet. Kehre zum Dorfbewohner zurück.
QUEST_UNUSED_20151102_003092	Der Enkel des Dorfoberhaupts ist zurückgekehrt, nachdem er sich nach der Zerstörung des Totems ein Bild von den Frettchen gemacht hat. Er wirkt enttäuscht. Sprich mit ihm.
QUEST_UNUSED_20151102_003093	Dievdirbys Widas meint, dass er das für die Dämonen gefertigte Totem als Vorlage genommen hat, um eine Statue herzustellen, die gute Energie verströmt. Sprich erneut mit Widas.
QUEST_UNUSED_20151102_003094	Widas' Statue in der Nähe der Frettchen aufstellen
QUEST_UNUSED_20151102_003095	Dievdirbys Widas meint, dass er das für die Dämonen gefertigte Totem als Vorlage genommen hat, um eine Statue herzustellen, die gute Energie verströmt. Stelle Widas' Statue in der Nähe der Frettchen auf und beobachte ihre Reaktion.
QUEST_UNUSED_20151102_003096	Nachdem du die Widas' Statue in der Nähe der Frettchen aufgestellt hast, wurden sie unerwarteterweise noch wilder. Erstatte Widas Bericht.
QUEST_UNUSED_20151102_003097	Folge dem Mädchen.
QUEST_UNUSED_20151102_003098	Das Mädchen hat Spuren hinterlassen. Folge ihren Spuren, um sie zu finden.
QUEST_UNUSED_20151102_003099	Dem Mädchen folgen
QUEST_UNUSED_20151102_003100	Das Mädchen möchte anscheinend, dass du ihr nach unten folgst. Folge ihr weiterhin.
QUEST_UNUSED_20151102_003101	Auf deiner Verfolgungsjagd bist du Druidin Leja begegnet. Frage Leja nach dem Verbleib des Mädchens.
QUEST_UNUSED_20151102_003102	Druidin Leja meint, dass das Mädchen von Frettchen verfolgt wurde. Besiege die Frettchen und rette das Mädchen.
QUEST_UNUSED_20151102_003103	Das geheimnisvolle Mädchen wurde von dem Dämonenfürsten Zaura entführt. Besprich diese Entwicklung mit Druidin Leja.
QUEST_UNUSED_20151102_003104	Die Frettchen besiegen
QUEST_UNUSED_20151102_003105	Der Dämonenfürst hat das Mädchen geschnappt und ist verschwunden. Besprich den nächsten Schritt mit Druidin Leja.
QUEST_UNUSED_20151102_003106	Druidin Leja glaubt, dass die Frettchen das Mädchen verstecken. Sie bittet dich, etwas Schlafkraut zu besorgen. Mit dieser Zutat möchte sie Räucherwerk herstellen, dessen Geruch die Frettchen benommen machen wird.
QUEST_UNUSED_20151102_003107	Druidin Leja das Schlafkraut bringen
QUEST_UNUSED_20151102_003108	Druidin Leja hat Räucherwerk gefertigt, um die Frettchen benommen zu machen. Frage Druidin Leja, wo sie glaubt, dass sich das Mädchen und die Frettchen befinden könnten.
QUEST_UNUSED_20151102_003109	Das entführte Mädchen aus dem Versteck der Frettchen retten
QUEST_UNUSED_20151102_003110	Das von den Frettchen entführte Mädchen muss gerettet werden. Wirf den Beutel mit dem Räucherwerk, sodass die Frettchen die Orientierung verlieren. Ergreife dann die Gelegenheit, um das Mädchen zu retten.
QUEST_UNUSED_20151102_003111	Das von den Frettchen entführte Mädchen muss gerettet werden. Bringe den Beutel mit dem Räucherwerk zum Platzen, sodass die Frettchen die Orientierung verlieren. Ergreife dann die Gelegenheit, um das Mädchen zu retten.
QUEST_UNUSED_20151102_003112	Das geheimnisvolle Mädchen ist weggelaufen, sobald du es befreit hattest. Folge seiner Spur.
QUEST_UNUSED_20151102_003113	Du hast das Mädchen bei der großen Göttinnenstatue entdeckt. Sprich mit dem geheimnisvollen Mädchen.
QUEST_UNUSED_20151102_003114	Das geheimnisvolle Mädchen zeigt auf einen glänzenden Schössling. Sprich mit dem geheimnisvollen Mädchen.
QUEST_UNUSED_20151102_003115	Glanzschössling untersuchen
QUEST_UNUSED_20151102_003116	Das geheimnisvolle Mädchen zeigt auf einen glänzenden Schössling. Sieh dir den Schössling genauer an.
QUEST_UNUSED_20151102_003117	Druide Benes sucht jemanden, der ihm bei seiner Forschung helfen kann. Sprich mit dem Druiden Benes.
QUEST_UNUSED_20151102_003118	Druide Benes hat dich gebeten, das Verhaltensmuster der Frettchen für ihn zu beobachten. Halte deine Beobachtungen auf einer leeren Schriftrolle fest.
QUEST_UNUSED_20151102_003119	Du hast das Verhaltensmuster der Frettchen auf einer leeren Schriftrolle festgehalten. Kehre mit ihr zu Benes zurück.
QUEST_UNUSED_20151102_003120	Mit der vom Druiden Benes erhaltenen Frettchen-Verwandlungsschriftrolle kannst du dich in ein Frettchen verwandeln. Verwandle dich in ein Frettchen und finde heraus, warum sie mit den Dämonen unter einer Decke stecken und Menschen angreifen.
QUEST_UNUSED_20151102_003121	Die Frettchen greifen Menschen an, weil ihnen die Dämonen zusätzliche Kraft verliehen haben. Erstatte dem Druiden Benes Bericht.
QUEST_UNUSED_20151102_003122	Das Voodoo-Holzstück platzieren und die Reaktion der Frettchen beobachten
QUEST_UNUSED_20151102_003123	Druide Benes hat dich gebeten, ein Voodoo-Holzstück in Form eines verletzten Dorfbewohners zu platzieren und die Reaktion der Frettchen zu beobachten.
QUEST_UNUSED_20151102_003124	Die Frettchen greifen alle Menschen wohl völlig wahllos an. Frage den Druiden Benes, was du jetzt tun sollst.
QUEST_UNUSED_20151102_003125	Die Frettchen bei der Bellaiwald-Werkstatt mit dem Abwehrmittel vertreiben
QUEST_UNUSED_20151102_003126	Benes hat dich gebeten, die Luft bei der Bellaiwald-Werkstatt mit einem stinkenden Abwehrmittel zu verpesten, um die Frettchen zu vertreiben.
QUEST_UNUSED_20151102_003127	 Taste drücken, um in den Pausenmodus zu gelangen. Nutze dann das Feuerholz, um ein Lagerfeuer zu errichten und den Gestank zu verbreiten.
QUEST_UNUSED_20151102_003128	Druiden Benes Bericht erstatten
QUEST_UNUSED_20151102_003129	Du hast die Frettchen mit einem Abwehrmittel vertrieben. Kehre zum Druiden Benes zurück.
QUEST_UNUSED_20151102_003130	Nach Göttin Lada suchen
QUEST_UNUSED_20151102_003131	Die Göttin Laima hat dich gebeten, die Göttin Lada aus den Klauen der Dämonen zu befreien und deren Pläne zu vereiteln.
QUEST_UNUSED_20151102_003132	Die Göttin Laima hat dich gebeten, die Göttin Lada aus den Klauen der Dämonen zu befreien und deren Pläne zu vereiteln. Sie wird vom Dämonenfürsten Zaura im Seir-Regenwald festgehalten. Suche sie.
QUEST_UNUSED_20151102_003133	Der Dämonenfürst Zaura ist zwar entkommen, aber die Kraft um die Göttin Lada ist auch verschwunden. Sprich mit Göttin Lada.
QUEST_UNUSED_20151102_003134	Als du gegen den Dämonenfürsten Zaura gekämpft hast, ist das Kraftfeld um die Göttin Lada verschwunden. Sprich mit Göttin Lada.
QUEST_UNUSED_20151102_003135	Die Göttin Lada meint, dass du die mit ihr verbundenen Geräte zerstören musst, bevor du das Kruvina eliminieren kannst. Sprich mit Göttin Lada.
QUEST_UNUSED_20151102_003136	Rette Göttin Lada und frage sie, wie du die Pläne der Dämonen vereiteln kannst.
QUEST_UNUSED_20151102_003137	Bändigungsgeräte zerstören
QUEST_UNUSED_20151102_003138	Göttin Lada verliert ihr Bewusstsein. Zerstöre die Bändigungsgeräte im Umkreis von Göttin Lada.
QUEST_UNUSED_20151102_003139	Du hast alle Bändigungsgeräte zerstört. Frage Göttin Lada, ob es ihr gutgeht.
QUEST_UNUSED_20151102_003140	Du hat die Bändigungsgeräte zerstört, die Göttin Lada festgehalten haben. Sprich mit ihr.
QUEST_UNUSED_20151102_003141	Die Göttin Lada meint, dass sich das Vitalitätsabsobiergerät deaktivieren wird, wenn man es mit Dämonenblut speist.
QUEST_UNUSED_20151102_003142	Du hast genug Dämonenblut eingesammelt. Speise das Vitalitätsabsobiergerät damit.
QUEST_UNUSED_20151102_003143	Dämonen besiegen und %s sammeln
QUEST_UNUSED_20151102_003144	Du hast alle Kruvina-Geräte zerstört. Sprich mit Göttin Lada.
QUEST_UNUSED_20151102_003145	Göttin Lada meint, dass selbst unvollständiges Kruvina bösen Zwecken zugeführt werden kann, und es deshalb zerstört werden sollte.
QUEST_UNUSED_20151102_003146	Der Dämonenfürst Zaura wurde zwar besiegt, aber ein Betrachter hat sich eingemischt und das Kruvina gestohlen. Kehre zur Göttin Lada zurück.
QUEST_UNUSED_20151102_003147	Zur Statue der Göttin Laima in Zeraha begeben
QUEST_UNUSED_20151102_003148	Die Göttin Lada meint, dass sie gehört hätte, wie Göttin Laima nach dir gerufen hat. Begib dich zur Statue der Göttin Laima in Zeraha.
QUEST_UNUSED_20151102_003149	Bei deinem Eintreffen bei der großen Statue der Göttin Laima hast du gesehen, wie sie von Giltine verletzt wurde. Laima hat dich gebeten, alle Offenbarungen zu finden. Erstatte Göttin Lada Bericht.
QUEST_UNUSED_20151102_003150	Der Dorfpriester möchte den gefallenen Tempel wieder aufbauen, um für die Rückkehr der Göttinnen Laima und Lada bereit zu sein. Aber zuerst musst du die Dämonen in ihm eliminieren und das verpestete Land läutern. Der Dorfpriester hofft, dass du beim Vertreiben der Dämonen helfen kannst.
QUEST_UNUSED_20151102_003151	Einen Meister in Fedimian finden, der etwas über Läuterung wissen könnte
QUEST_UNUSED_20151102_003152	Der Dorfpriester möchte das von böser Energie verpestete Land läutern, aber er weiß nicht recht, wie er das anstellen soll. Begib dich nach Fedimian und frage die Meister um Rat.
QUEST_UNUSED_20151102_003153	Du hast eine Läuterungsschriftrolle von der Druidenmeisterin in Fedimian erhalten. Sprich mit dem Dorfpriester.
QUEST_UNUSED_20151102_003154	Der Dorfpriester glaubt, dass die dämonischen Totems der Grund für die Verpestung sein könnten. Er möchte, dass du die Totems im leeren Inega-Grundstück und im Odur-Hinterhof zerstörst und das Land dann mit der Schriftrolle läuterst.
QUEST_UNUSED_20151102_003155	Der Hohepriester des Dorfs hat dich gebeten, Erdblumensamen zu pflanzen und die Blumen dann der Göttin Lada zu bringen.
QUEST_UNUSED_20151102_003156	Göttin Lada beschenken
QUEST_UNUSED_20151102_003157	Die Erdblume ist aufgeblüht Kehre mit ihr zu Göttin Lada zurück.
QUEST_UNUSED_20151102_003158	Mit Nikodemas sprechen
QUEST_UNUSED_20151102_003159	Nikodemas braucht Hilfe.
QUEST_UNUSED_20151102_003160	Nach der vermissten Person suchen
QUEST_UNUSED_20151102_003161	Suche nach der vermissten Person.
QUEST_UNUSED_20151102_003162	Mit der jungen Person sprechen
QUEST_UNUSED_20151102_003163	Versichere dich, dass es der jungen Person gutgeht.
QUEST_UNUSED_20151102_003164	Mit Skalvis sprechen
QUEST_UNUSED_20151102_003165	Skalvis braucht Hilfe.
QUEST_UNUSED_20151102_003166	Monster in der Nähe besiegen
QUEST_UNUSED_20151102_003167	Besiege Monster in der Nähe, um die Dorfbewohner zu schützen.
QUEST_UNUSED_20151102_003168	Erstatte Skalvis Bericht.
QUEST_UNUSED_20151224_003169	Stone of Requests
QUEST_UNUSED_20151224_003170	The Magic Association is accepting monster samples from all regions for research purposes.{nl}We appreciate your collaboration.
QUEST_UNUSED_20151224_003171	Your samples will be carefully studied by the Magic Association.{nl}Thank you for helping.
QUEST_UNUSED_20151224_003172	A Necromancer needs a well-trained spirit to resist being damaged by evil energy.{nl}Fight me and show me just how strong is your spirit.
QUEST_UNUSED_20151224_003173	There's a job from the Linker Master I really don't want to miss.{nl}If you do this job for me, I'll show you how to use physic powers. What do you say?
QUEST_UNUSED_20151224_003174	Impressive!{nl}Enough of the Linker Master now, you and I have some psychic power talk to do.
QUEST_UNUSED_20151224_003175	There should be a Hallowventer around here with the key...{nl}That's odd.
QUEST_UNUSED_20151224_003176	Are you sure you're not hurt?{nl}The next tombstone is on the way to Dykyne Fork.
QUEST_UNUSED_20151224_003177	Before I teach you, I can help you get a taste of what real combat is like.{nl}
QUEST_UNUSED_20151224_003178	Magierbund-Sammelauftrag
QUEST_UNUSED_20151224_003179	Ich freue mich auf die Zusammenarbeit.
QUEST_UNUSED_20151224_003180	Ich glaube nicht, dass ich helfen kann.
QUEST_UNUSED_20151224_003181	Auftragsstein ansehen
QUEST_UNUSED_20151224_003182	Sieh dir den Auftragsstein des Magierbunds an.
QUEST_UNUSED_20151224_003183	Monsterproben beschaffen
QUEST_UNUSED_20151224_003184	Der Auftragsstein bittet dich, Proben von Monstern zu sammeln. Besiege Monster in der Nähe und sammle alles ein, was sich als Probe eignen könnte.
