QUEST_LV_0200_20150317_000001	Philipas' Soldier
QUEST_LV_0200_20170313_011177	Edward hat von Einwohnern gehört, dass an dem Ort, wo die Tamas leben, eine unbekannte Blume wächst. Pflücke die unbekannte Blume und bringe sie Edward, damit er bestätigen kann, ob es sich um die Devilienblume handelt, die er sucht.
QUEST_LV_0200_20170313_011178	Du hast die von Edward erwähnte Pflanze gepflückt. Bring sie zu Edward.
QUEST_LV_0200_20170313_011179	Edward wirkt aufgebracht. Sprich mit ihm.
QUEST_LV_0200_20170313_011180	Zystenfluid besorgen
QUEST_LV_0200_20170313_011181	Edward ist das Gift ausgegangen, das er mit Monstern benutzt, und kann sich nicht bewegen. Er hat erfahren, dass Zystenfluid die gleiche Wirkung wie das Gift hat und dich deshalb gebeten, ihm welches zu bringen.
QUEST_LV_0200_20170313_011182	Du hast das Zystenfluid besorgt. Bring die Phiole mit der Flüssigkeit zurück zu Edward.
QUEST_LV_0200_20170313_011183	Edward scheint bereit zu sein, sich wieder zu bewegen. Sprich mit Edward.
QUEST_LV_0200_20170313_011184	Edward vor den Monstern schützen
QUEST_LV_0200_20170313_011185	Auf dem Weg zum Stausee hast du Edward gefunden, der von Monstern angegriffen wurde. Besiege die Monster und schütze Edward.
QUEST_LV_0200_20170313_011186	Du hast Edward vor den Monstern gerettet. Sprich mit Edward und finde heraus, ob es ihm gut geht.
QUEST_LV_0200_20170313_011187	Edward ist furchtbar blass. Sprich mit Edward.
QUEST_LV_0200_20170313_011188	Melbania-Kräuter sammeln
QUEST_LV_0200_20170313_011189	Edward wurde vergiftet, weil er Melatinun-Fleisch gegessen hat. Finde Melbania-Kräuter, damit Edward entgiftet werden kann.
QUEST_LV_0200_20170313_011190	Du hast die Melbania-Kräuter gesammelt. Bringe sie zu Edward.
QUEST_LV_0200_20170313_011191	Edward ist wegen etwas aufgeregt. Sprich mit Edward.
QUEST_LV_0200_20170313_011192	Die seltene Blume pflücken
QUEST_LV_0200_20170313_011193	Edward hat von Truchsess Valen erfahren, dass in der Nähe eine seltene Blume blüht, die der Devilienblume ähnelt. Pflücke diese Blume und bring sie zu Edward.
QUEST_LV_0200_20170313_011194	Du hast die seltene Blume gepflückt. Kehre zu Edward zurück.
QUEST_LV_0200_20170313_011195	Jägerin Reina will dir etwas mitteilen. Sprich mit Reina.
QUEST_LV_0200_20170313_011196	Cockatfleisch besorgen
QUEST_LV_0200_20170313_011197	Reina geht das Essen für Jareth aus. Sie möchte ihn mit Cockatfleisch füttern. Besiege die Cockats und nimm ihr Fleisch mit.
QUEST_LV_0200_20170313_011198	Du hast das Cockatfleisch besorgt. Bring es zu Jägerin Reina.
QUEST_LV_0200_20170313_011199	Grüncockats besiegen und %s erhalten
QUEST_LV_0200_20170313_011200	Die Falle prüfen
QUEST_LV_0200_20170313_011201	Eine Falle ist aufgestellt und nicht mal getarnt. Schau sie dir an.
QUEST_LV_0200_20170313_011202	Die Falle wurde aktiviert und hat einen starken Geruch abgesondert, der Monster in der Nähe angelockt hat. Besiege die nahenden Monster.
QUEST_LV_0200_20170313_011203	Einen Jäger finden, den du nach der Falle fragen kannst
QUEST_LV_0200_20170313_011204	Die Falle, die du gefunden hast, ist äußerst gefährlich. Finde Jägerin Reina und sprich mit ihr über die Falle.
QUEST_LV_0200_20170313_011205	Jäger Bastille scheint wegen etwas aufgeregt zu sein. Sprich mit Jäger Bastille.
QUEST_LV_0200_20170313_011206	Honig von den Pendrosiums sammeln
QUEST_LV_0200_20170313_011207	Jäger Bastille hat dich gebeten, Honig von den Pendrosiums in der Nähe zu sammeln. Achte darauf, dass die HP der Pendrosiums auf 50 % oder niedriger sind, bevor du Bastilles Geruch mit ihnen benutzt, um den Honig zu sammeln.
QUEST_LV_0200_20170313_011208	Du hast eine ganze Phiole mit Honig gefüllt. Kehre zu Jäger Bastille zurück und bring ihm den Honig.
QUEST_LV_0200_20170313_011209	Mönch Chad wirkt beunruhigt. Frag ihn, was los ist.
QUEST_LV_0200_20170313_011210	Die Infrogalas-Magier besiegen
QUEST_LV_0200_20170313_011211	Mönch Chad hat erzählt, dass die Fortbewegung der Mönche wegen all der Infrogalas-Magier eingeschränkt ist. Besiege alle Infrogalas-Magier in der Nähe.
QUEST_LV_0200_20170313_011212	Du hast einige Infrogalas-Magier in der Nähe besiegt. Sprich mit Mönch Chad.
QUEST_LV_0200_20170313_011213	%s in der Nähe besiegen
QUEST_LV_0200_20170313_011214	Mönch Chad sieht immer noch beunruhigt aus. Sprich mit ihm.
QUEST_LV_0200_20170313_011215	Die Blockiergeräte aktivieren
QUEST_LV_0200_20170313_011216	Nimm die Kugeln von Mönch Chad und aktiviere die Blockiergeräte in der Nähe vom Zvalge-Waldweg. Um das zu tun, musst du die Geräte erst finden und alle vier anschalten, dann erst kannst du sie aktivieren. Außerdem musst du alle Monster in der Nähe besiegen, um die Geräte vor Angriffen zu schützen.
QUEST_LV_0200_20170313_011217	Du hast jetzt alle Blockiergeräte aktiviert. Erstatte Mönch Chad Bericht.
QUEST_LV_0200_20170313_011218	Mönch Jones sieht sich beunruhigt um. Frag ihn, ob etwas nicht stimmt.
QUEST_LV_0200_20170313_011219	Die Loftlems besiegen
QUEST_LV_0200_20170313_011220	Mönch Jones hat das Gefühl, dass die Loftlems ihn und das Lager beobachten. Besiege die Loftlems und erstatte Bericht über alles Verdächtige, was dir begegnet.
QUEST_LV_0200_20170313_011221	Die Augen der Loftlems wirken seltsam. Kehre zu Mönch Jones zurück und erzähle ihm davon.
QUEST_LV_0200_20170313_011222	Loftlems besiegen und %s besorgen
QUEST_LV_0200_20170313_011223	Mönch Jones wirkt sehr besorgt. Sprich mit Mönch Jones.
QUEST_LV_0200_20170313_011224	Leberwurz-Sporen sammeln
QUEST_LV_0200_20170313_011225	Mönch Jones hat dich gebeten, Leberwurz-Sporen zu sammeln, damit er einen Halluzinationsstein herstellen und mit den Loftlems benutzen kann. Sammle die Leberwurz-Sporen und bringe sie Mönch Jones.
QUEST_LV_0200_20170313_011226	Du hast das Leberwurz-Sporen gesammelt. Kehre zu Mönch Jones zurück.
QUEST_LV_0200_20170313_011227	Der Halluzinationsstein von Mönch Jones scheint fertig zu sein. Sprich mit Mönch Jones.
QUEST_LV_0200_20170313_011228	Den Halluzinationsstein in der Nähe vergraben
QUEST_LV_0200_20170313_011229	Mönch Jones möchte, dass der Halluzinationsstein in der Nähe des Lagers vergraben wird, damit die Monster ihn nicht mehr bespitzeln. Vergrabe den Halluzinationsstein in der Nähe, wie Mönch Jones dich gebeten hat.
QUEST_LV_0200_20170313_011230	Du hast den Halluzinationsstein vergraben. Erstatte Mönch Jones Bericht.
QUEST_LV_0200_20170313_011231	Grabräuber Rudolfas scheint wegen etwas besorgt zu sein. Sprich mit Rudolfas.
QUEST_LV_0200_20170313_011232	Glitzernde Steine sammeln
QUEST_LV_0200_20170313_011233	Rudolfas baut Truhenattrappen, um die Diko-Grabräuber reinzulegen. Er möchte, dass du etwas findest, was er in die Truhen legen kann. Besorge glitzernde Steine von den Moyas.
QUEST_LV_0200_20170313_011234	Du hast die glitzernden Steine besorgt. Bringe sie dem Grabräuber Rudolfas.
QUEST_LV_0200_20170313_011235	%s von den Moyas besorgen
QUEST_LV_0200_20170313_011236	Kristallfragmente sammeln
QUEST_LV_0200_20170313_011237	Grabräuber Rudolfas benötigt ein paar Objekte, die er neben den Truhenattrappen platzieren will. Besiege ein paar Frostlinge und entnimm ihren Zauberstäben die Kristallfragmente.
QUEST_LV_0200_20170313_011238	Du hast jede Menge Kristallfragmente gesammelt. Bringe sie Rudolfas.
QUEST_LV_0200_20170313_011239	%s von Frostlingen besorgen
QUEST_LV_0200_20170313_011240	Mit Wache Horton sprechen
QUEST_LV_0200_20170313_011241	Wache Horton betrachtet etwas aufmerksam. Frage ihn danach.
QUEST_LV_0200_20170313_011242	Den überfluteten Distrikt ansehen
QUEST_LV_0200_20170313_011243	Wache Horton ist sich sicher, dass er im überfluteten Distrikt etwas glänzen sieht. Überprüfe für ihn, worum es sich handelt.
QUEST_LV_0200_20170313_011244	Das glänzende Objekt war ein alter magischer Kreis. Erstatte Wache Horton darüber Bericht.
QUEST_LV_0200_20170313_011245	Wache Horton will dir etwas mitteilen. Sprich mit ihm.
QUEST_LV_0200_20170313_011246	Notration Vorräte finden
QUEST_LV_0200_20170313_011247	Wache Horton ist sehr hungrig und hat dich gebeten, ihm eine Notration an Essensvorräten zu besorgen. Bringe Wache Horton Essensvorräte.
QUEST_LV_0200_20170313_011248	Du hast die Notration an Essensvorräten besorgt. Bringe sie Wache Horton.
QUEST_LV_0200_20170313_011249	Mit Wache Manderson sprechen
QUEST_LV_0200_20170313_011250	Wache Manderson will dir etwas mitteilen. Sprich mit Wache Manderson.
QUEST_LV_0200_20170313_011251	Die wertvollen Objekte finden
QUEST_LV_0200_20170313_011252	Wache Manderson glaubt, dass die Monster in der Küstenfestung ein paar sehr wertvolle Objekte mit sich herumtragen. Besiege die Monster und hole dir die Objekte.
QUEST_LV_0200_20170313_011253	Du hast von den Monstern in der Nähe ein paar schwere Taschen erhalten. Bringe Wache Manderson die Taschen.
QUEST_LV_0200_20170313_011254	%s von den Minos besorgen
QUEST_LV_0200_20170313_011255	Wache Manderson hat etwas in den Taschen gefunden. Sprich mit Wache Manderson.
QUEST_LV_0200_20170313_011256	Lischis-Leuchtturmhügel untersuchen
QUEST_LV_0200_20170313_011257	Wache Manderson glaubt, dass es etwas in der Region gibt, die auf dem von ihm gefundenen Ring erwähnt wurde. Er möchte, dass du hingehst und dort nachforschst. Gehe zum Lischis-Leuchtturmhügel und schaue dich dort um.
QUEST_LV_0200_20170313_011258	Anscheinend ging es bei der Inschrift auf dem Ring um einen illegalen Handel. Erstatte Wache Manderson Bericht.
QUEST_LV_0200_20170313_011259	Das Saaluskloster finden
QUEST_LV_0200_20170313_011260	Du kannst jetzt an einem einfachen Tutorial zur Bergaufabwehr-Mission teilnehmen.{nl}Übernimm diese Quest, wenn du diese Mission noch nicht kennst.
QUEST_LV_0200_20170313_011261	Du kannst jetzt die Bergaufabwehr-Mission spielen und verschiedene Belohnungsgegenstände erhalten.{nl}{nl}Sprich zuerst mit Schwester Lhasa im Saaluskloster.{nl}Tippe 
QUEST_LV_0200_20170313_011262	 im Chatfenster, um den Ort und den Missionstyp zu sehen, sowie die Menge der täglichen Zugänge.{nl}{nl}Finde als Erstes das Saaluskloster und sprich mit Schwester Lhasa.
QUEST_LV_0200_20170313_011263	Das Jagdgebiet finden
QUEST_LV_0200_20170313_011264	Du kannst jetzt an einem einfachen Tutorial über das Jagdgebiet teilnehmen.{nl}Übernimm diese Quest, wenn du das Jagdgebiet noch nicht kennst.
QUEST_LV_0200_20170313_011265	Du kannst jetzt im Jagdgebiet spielen und die besondere Ausrüstung erhalten, die es dort gibt.{nl}{nl}Jagdgebiete gibt es nur in bestimmten Regionen. Mit ihrer Hilfe kann dein Charakter schneller aufsteigen und nicht identifizierte Gegenstände erhalten.{nl}Überprüfe die Symbole für Jagdgebiete auf der Minikarte oder der Weltkarte, um zu sehen, wo sie sich befinden.{nl}{nl}Gehe zuerst zum Gytis-Siedlergebiet und finde das Jagdgebiet.{nl}Benutze dann die Hinweistafel am Jagdgebiet, um es zu betreten.
QUEST_LV_0200_20170313_011266	Die mysteriöse Inschrift entziffern
QUEST_LV_0200_20170313_011267	Mit Barte über die Inschrift auf dem Grabstein reden
QUEST_LV_0200_20170313_011268	Barte ist sich nicht sicher, was die Inschrift auf dem Grabstein angeht. Sie sagt, dass der Weisenmeister sehr belesen ist und du lieber zu ihm gehen solltest. Gehe zum Knidos-Dschungel und sprich mit dem Weisenmeister.
QUEST_LV_0200_20170313_011269	Der Weisenmeister hat die Inschrift entziffert. Sprich mit ihm.
QUEST_LV_0200_20170313_011270	Der Weisenmeister sagt, dass die Dämonen auf der Fasika-Hochebene mehrere verfluchte Objekte hinterlassen haben, um das Gebiet in ein verfluchtes Land zu verwandeln. Der Weisenmeister schlägt vor, dass du zur Bokor-Meisterin gehen solltest, um herauszufinden, was du gegen den Fluch unternehmen kannst. Sprich mit der Bokor-Meisterin.
QUEST_LV_0200_20170313_011271	Die Bokor-Meisterin hat einen Weg gefunden, um die Pläne der Dämonen zu vereiteln. Frage sie danach.
QUEST_LV_0200_20170313_011272	Die verfluchten Objekte mit dem Fluchdetektor finden
QUEST_LV_0200_20170313_011273	Die Bokor-Meisterin sagt, dass es schwierig werden könnte, die verfluchten Objekte ausfindig zu machen. Sie glaubt, dass eine Fluchdetektorkugel helfen könnte. Allerdings weiß die Bokor-Meisterin nicht, um was für einen Fluch es sich handelt. Deshalb kann es sein, dass der Fluchdetektor nicht richtig funktioniert. Gehe zur Fasika-Hochebene und benutze den Fluchdetektor, um die verfluchten Objekte zu finden.
QUEST_LV_0200_20170313_011274	Die gesamte Fasika-Hochebene
QUEST_LV_0200_20170313_011275	Du hast alle verfluchten Objekte auf der Fasika-Hochebene gefunden. Bringe sie zur Bokor-Meisterin.
QUEST_LV_0200_20170313_011276	Merrisa wirkt überrascht, dass du auf dem Genar-Feld etwas von der Kedora-Allianz gefunden hast. Sprich mit ihr.
QUEST_LV_0200_20170313_011277	Das Journal der Kedora-Allianz mit dem Detektor finden
QUEST_LV_0200_20170313_011278	Merrisa hat dich gebeten, das Journal der Kedora-Allianz zu finden. Gehe zum Genar-Feld und benutze den Detektor, um es zu finden.
QUEST_LV_0200_20170313_011279	Das ganze Genar-Feld
QUEST_LV_0200_20170313_011280	Du hast das Journal der Kedora-Allianz gefunden. Sprich mit Merrisa.
QUEST_LV_0200_20170313_011281	Der Seelsorgermeister benötigt etwas. Sprich mit dem Seelsorgermeister.
QUEST_LV_0200_20170313_011282	Das Heiligpuder besorgen
QUEST_LV_0200_20170313_011283	Dem Seelsorgermeister ist das Heiligpuder ausgegangen, das er benötigt, um die Soldaten am Dvasia-Gipfel zu segnen. Er bittet dich, vom Priestermeister Heiligpuder zu besorgen.
QUEST_LV_0200_20170313_011284	Du hast das Heiligpuder vom Priestermeister besorgt. Bringe es dem Seelsorgermeister.
QUEST_LV_0200_20170313_011285	Sprich mit Priesterin Daram.
QUEST_LV_0200_20170313_011286	Dämmermaidessenz besorgen
QUEST_LV_0200_20170313_011287	Priesterin Daram möchte mehr über Naktis' Fluch erfahren und deshalb die Dämmermaidessenz studieren. Sammle für sie Dämmermaidessenz.
QUEST_LV_0200_20170313_011288	Du hast die Dämmermaidessenz gesammelt. Bring sie Priesterin Daram.
QUEST_LV_0200_20170313_011289	Dämmermaiden besiegen und %s besorgen
QUEST_LV_0200_20170313_011290	Wütende Bienen
QUEST_LV_0200_20170313_011291	Frage Priesterin Raeli, wie man die wütenden Tollwis und Giftbienen an der Dina-Imkerei besänftigen kann.
QUEST_LV_0200_20170313_011292	Die Materialien für die Kerze besorgen
QUEST_LV_0200_20170313_011293	Priesterin Raeli glaubt, dass eine duftende Kerze, hergestellt mit der Macht der Göttin Austeja, die wütenden Tollwis und Giftbienen besänftigen könnte. Finde Duftkräuter und Sumrumblumen, um die Kerze herzustellen.
QUEST_LV_0200_20170313_011294	Du hast alle Materialien für die Herstellung der Kerze besorgt. Sprich mit Priesterin Raeli.
QUEST_LV_0200_20170313_011295	Priesterin Raeli hat die Kerze hergestellt. Sprich mit ihr.
